repo_id,repo_name,n_stars,n_stars_low_activity,n_stars_latest,p_stars_low_activity
R_kgDOJrFOfw,ramonvc/freegpt-webui,5747,56,5697.0,0.0097442143727162
MDEwOlJlcG9zaXRvcnk1MDcwOTE1Mg==,kataras/iris,12123,118,25188.0,0.009733564299265859
MDEwOlJlcG9zaXRvcnkyNDE4MDU1OTI=,rome/tools,11519,112,23749.0,0.009723066238388749
R_kgDOI7oKBA,Chanzhaoyu/chatgpt-web,30868,300,31336.0,0.009718802643514319
R_kgDOIF5IOw,gaotianliuyun/gao,5361,52,5506.0,0.009699682894982279
MDEwOlJlcG9zaXRvcnkzNTc1NjM1MQ==,nagadomi/waifu2x,13933,135,27478.0,0.009689227015000359
MDEwOlJlcG9zaXRvcnkzMjE1NzE3Mg==,gfwlist/gfwlist,11788,114,23271.0,0.009670851713607058
MDEwOlJlcG9zaXRvcnkxMzcwNzg0ODc=,vuejs/core,21615,209,46943.0,0.009669211195928753
MDEwOlJlcG9zaXRvcnkyODMyMTE5MDE=,yuliskov/SmartTube,6104,59,18885.0,0.009665792922673657
MDEwOlJlcG9zaXRvcnk2NzI3NDczNg==,ElemeFE/element,19454,188,54106.0,0.00966382235015935
MDEwOlJlcG9zaXRvcnk2NjAyMzYwNQ==,awsdocs/aws-doc-sdk-examples,7968,77,9485.0,0.009663654618473896
MDEwOlJlcG9zaXRvcnkyNDY2NzQ5MTM=,pestphp/pest,9316,90,9456.0,0.009660798626019752
MDEwOlJlcG9zaXRvcnk5MTU3MDM0OA==,clsid2/mpc-hc,10460,101,11039.0,0.009655831739961759
R_kgDOKzf7EQ,myshell-ai/OpenVoice,27887,269,28831.0,0.009646071646286801
MDEwOlJlcG9zaXRvcnk4NDkwMTU0Mw==,c0re100/qBittorrent-Enhanced-Edition,18046,174,18591.0,0.009642025933724926
R_kgDOMiZjRw,SakanaAI/AI-Scientist,7261,70,7671.0,0.009640545379424322
MDEwOlJlcG9zaXRvcnkyNjIzOTUyMjQ=,dotnet/maui,23801,229,22037.0,0.00962144447712281
MDEwOlJlcG9zaXRvcnkxMjA1MzgzMDQ=,kelseyhightower/nocode,34311,330,60494.0,0.009617906793739616
MDEwOlJlcG9zaXRvcnkyNTQxMjg0,cheeriojs/cheerio,9890,95,28494.0,0.009605662285136502
R_kgDOMCnLrQ,LadybirdBrowser/ladybird,17506,168,20057.0,0.009596709699531589
R_kgDOJOO3YQ,Moonvy/OpenPromptStudio,5627,54,5977.0,0.009596587879864936
MDEwOlJlcG9zaXRvcnk4OTI0NzgxMQ==,CMU-Perceptual-Computing-Lab/openpose,18675,179,30933.0,0.009585006693440428
MDEwOlJlcG9zaXRvcnk4NTIyNTk0Mg==,bmorelli25/Become-A-Full-Stack-Web-Developer,6994,67,17211.0,0.009579639691163854
MDEwOlJlcG9zaXRvcnk5NTgzMTQ=,remy/nodemon,9086,87,26242.0,0.009575170592119745
R_kgDOGeruFg,zzzgydi/clash-verge,23085,221,21159.0,0.009573316006064545
MDEwOlJlcG9zaXRvcnk0NTk4NjE2Mg==,aymericdamien/TensorFlow-Examples,14533,139,43377.0,0.009564439551365857
MDEwOlJlcG9zaXRvcnkyMTgxMDIxNjI=,menzi11/BullshitGenerator,17175,164,15682.0,0.009548762736535663
MDEwOlJlcG9zaXRvcnk2MDMyNTA2Mg==,terryum/awesome-deep-learning-papers,8069,77,25412.0,0.009542694261990333
,biancangming/wtv,10377,99,,0.009540329575021683
MDEwOlJlcG9zaXRvcnk1Mjk5OTAxOA==,egonSchiele/grokking_algorithms,9123,87,11448.0,0.009536336731338375
MDEwOlJlcG9zaXRvcnkxNDkxMTM1MTQ=,dipakkr/A-to-Z-Resources-for-Students,13435,128,17397.0,0.009527353926311872
R_kgDOI44gKw,arc53/DocsGPT,13342,127,14737.0,0.009518812771698396
MDEwOlJlcG9zaXRvcnkxODY0MzYz,composer/composer,10297,98,28546.0,0.009517335146159076
MDEwOlJlcG9zaXRvcnkxNTQ5NDM0MTM=,crmeb/CRMEB,5360,51,5279.0,0.009514925373134328
MDEwOlJlcG9zaXRvcnkzMTkwNDI2OA==,phodal/github,5887,56,10093.0,0.009512485136741973
MDEwOlJlcG9zaXRvcnkxNjYzNDY4,mozilla/pdf.js,22519,214,48144.0,0.009503086282694613
MDEwOlJlcG9zaXRvcnkxMzkwMDkxMw==,dracula/dracula-theme,14523,138,22578.0,0.009502168973352614
R_kgDOLVQJ0w,PKU-YuanGroup/Open-Sora-Plan,10842,103,11290.0,0.009500092233905183
MDEwOlJlcG9zaXRvcnkxMzU4NDI2Mg==,webtorrent/webtorrent,11380,108,29478.0,0.009490333919156414
MDEwOlJlcG9zaXRvcnkxMTQ2Mjk3NTE=,huseinzol05/Stock-Prediction-Models,7592,72,7935.0,0.009483667017913594
MDEwOlJlcG9zaXRvcnkxOTI1NzQyMg==,questdb/questdb,14571,138,14381.0,0.009470866790199713
R_kgDOJsyiaQ,facebookresearch/audiocraft,19640,186,20693.0,0.009470468431771894
MDEwOlJlcG9zaXRvcnk3NzE2ODgz,ankidroid/Anki-Android,6871,65,8481.0,0.009460049483335758
R_kgDOH3KMJA,maotoumao/MusicFree,8356,79,8586.0,0.00945428434657731
MDEwOlJlcG9zaXRvcnkxMTcxNTc1Mw==,robertdavidgraham/masscan,13884,131,23444.0,0.009435321233074043
MDEwOlJlcG9zaXRvcnk4MDk5MDQ2MQ==,eriklindernoren/ML-From-Scratch,13571,128,23873.0,0.00943187679610935
MDEwOlJlcG9zaXRvcnkxNDMxNTQ3,encode/django-rest-framework,15378,145,28207.0,0.009429054493432176
MDEwOlJlcG9zaXRvcnkxMjEzMjI1,highlightjs/highlight.js,10085,95,23593.0,0.009419930589985127
MDEwOlJlcG9zaXRvcnkxNjkzNzE0MTM=,MoienTajik/AspNetCore-Developer-Roadmap,17414,164,18487.0,0.009417709888595383
R_kgDOGlbnpA,MichaelCade/90DaysOfDevOps,26564,250,26784.0,0.009411233248004818
MDEwOlJlcG9zaXRvcnk3MDEwNDgyNQ==,dotnet-architecture/eShopOnContainers,15622,147,24530.0,0.009409806682883114
R_kgDOKTUe1A,1Panel-dev/MaxKB,10098,95,10487.0,0.009407803525450585
MDEwOlJlcG9zaXRvcnkxNTAwNTg5MDI=,wangzheng0822/algo,16477,155,22866.0,0.009407052254658007
MDEwOlJlcG9zaXRvcnkyMDQzODA3Nzk=,PaddlePaddle/PaddleSeg,8614,81,8598.0,0.00940329695843975
MDEwOlJlcG9zaXRvcnk1NzM2MDgw,FreeCAD/FreeCAD,15779,148,19320.0,0.009379555104886242
MDEwOlJlcG9zaXRvcnkxNjQ2MDgyMjI=,alibaba/flutter-go,12163,114,23632.0,0.009372687659294582
MDEwOlJlcG9zaXRvcnk1MjcxODgy,astaxie/build-web-application-with-golang,15364,144,43234.0,0.009372559229367352
R_kgDOKgx67A,OpenBMB/XAgent,7789,73,8063.0,0.009372191552188984
MDEwOlJlcG9zaXRvcnk0MTE3OTgyNw==,Rapptz/discord.py,12805,120,14756.0,0.009371339320577899
MDEwOlJlcG9zaXRvcnkxMjQyNTcyMzM=,pmndrs/react-spring,10574,99,28048.0,0.009362587478721393
R_kgDOKwVKzA,clash-verge-rev/clash-verge-rev,31938,299,34167.0,0.00936188865927735
MDEwOlJlcG9zaXRvcnkzMjk0ODg2Mw==,jondot/awesome-react-native,11755,110,34546.0,0.009357720119098255
MDEwOlJlcG9zaXRvcnkxMjM0NzE0,elixir-lang/elixir,10261,96,24338.0,0.009355813273560082
R_kgDOJJzVyA,josStorer/chatGPTBox,9415,88,9898.0,0.009346787041954328
MDEwOlJlcG9zaXRvcnkyMDc3Mzc3Mw==,bazelbuild/bazel,11986,112,23045.0,0.009344234940764225
MDEwOlJlcG9zaXRvcnkxOTExMTM3Mzk=,0voice/interview_internal_reference,38214,357,36563.0,0.009342125922436804
MDEwOlJlcG9zaXRvcnkzMDA1OTI5MDc=,mxrch/GHunt,16272,152,15530.0,0.009341199606686333
MDEwOlJlcG9zaXRvcnk2NjE3OTc2NQ==,dyc87112/SpringBoot-Learning,7815,73,15710.0,0.009341010876519514
R_kgDOGqrh2w,Elfocrash/.NET-Backend-Developer-Roadmap,6531,61,6618.0,0.009340070433318021
,BoyceLig/Clash_Chinese_Patch,18749,175,,0.009333831137660675
MDEwOlJlcG9zaXRvcnkxMTIwNzAxOTg=,KurtBestor/Hitomi-Downloader,21668,202,21833.0,0.009322503230570427
MDEwOlJlcG9zaXRvcnk1NzYyMDE=,mrdoob/three.js,53878,502,102003.0,0.00931734659786926
MDEwOlJlcG9zaXRvcnkyMTcwMDY5OQ==,vsouza/awesome-ios,17070,159,47057.0,0.009314586994727592
MDEwOlJlcG9zaXRvcnkzMTI4ODk1OA==,hashicorp/vault,19554,182,30966.0,0.009307558555794211
MDEwOlJlcG9zaXRvcnkxMjYzMTQ2MDY=,mozilla-mobile/fenix,5911,55,6467.0,0.009304686178311622
MDEwOlJlcG9zaXRvcnkyMTI3MzE1NQ==,robotframework/robotframework,6456,60,9704.0,0.00929368029739777
MDEwOlJlcG9zaXRvcnkxNDAwMzM0OQ==,localForage/localForage,10128,94,24785.0,0.009281200631911532
MDEwOlJlcG9zaXRvcnkzNjUwMg==,git/git,27505,255,51981.0,0.009271041628794765
MDEwOlJlcG9zaXRvcnkxNzM3MjczMw==,OAI/OpenAPI-Specification,15217,141,28862.0,0.00926595255306565
R_kgDOJxJfAQ,CopilotKit/CopilotKit,9397,87,10551.0,0.00925827391720762
MDEwOlJlcG9zaXRvcnkxMDI5NzM2NDY=,fastai/fastai,13286,123,26168.0,0.009257865422248985
MDEwOlJlcG9zaXRvcnkyODEyMjk0MDQ=,Anjok07/ultimatevocalremovergui,16979,157,17670.0,0.00924671653218682
MDEwOlJlcG9zaXRvcnkxNDY2MzM1ODk=,alibaba/arthas,22398,207,35464.0,0.009241896597910528
MDEwOlJlcG9zaXRvcnkyMzA4MzE1Ng==,mui/material-ui,22308,206,93507.0,0.009234355388201542
MDEwOlJlcG9zaXRvcnkzNDA2NjA1MjU=,Blinue/Magpie,8782,81,9146.0,0.009223411523570941
MDEwOlJlcG9zaXRvcnk4MzExOTQzMQ==,apachecn/AiLearning,18110,167,39203.0,0.009221424627277748
R_kgDOJ8CQLw,a16z-infra/ai-town,7049,65,7405.0,0.009221166122854306
MDEwOlJlcG9zaXRvcnk2NjcwMDY=,videojs/video.js,14449,133,37912.0,0.009204789258772234
MDEwOlJlcG9zaXRvcnkxMTAyMTY4NjY=,dailydotdev/daily,17275,159,18132.0,0.009204052098408104
MDEwOlJlcG9zaXRvcnkyNzgyODk5MTM=,mrdbourke/machine-learning-roadmap,7937,73,7500.0,0.00919742975935492
MDEwOlJlcG9zaXRvcnkxODI4MDIzNg==,GitbookIO/gitbook,7611,70,27026.0,0.009197214557876757
MDEwOlJlcG9zaXRvcnkyMzI5NzY2,mathiasbynens/dotfiles,9902,91,30196.0,0.00919006261361341
R_kgDOLO1Tzg,aishwaryanr/awesome-generative-ai-guide,7947,73,8402.0,0.009185856297974079
,Dreamacro/clash,48381,444,,0.009177156321696535
MDEwOlJlcG9zaXRvcnkyNDcwMzI2MjE=,go-admin-team/go-admin,9157,84,11381.0,0.009173310036038003
MDEwOlJlcG9zaXRvcnkxNjE0Mjg0Mzc=,GloriousEggroll/proton-ge-custom,10140,93,9951.0,0.009171597633136094
MDEwOlJlcG9zaXRvcnk3OTAzNTk=,sequelize/sequelize,12104,111,29473.0,0.009170522141440846
MDEwOlJlcG9zaXRvcnk3NDM0MzY=,egametang/ET,6767,62,8815.0,0.009162110240874833
MDEwOlJlcG9zaXRvcnkyNDU4NjMwOA==,cfenollosa/os-tutorial,13208,121,27049.0,0.009161114476075106
MDEwOlJlcG9zaXRvcnk0NDE1MDQ5Nw==,remoteintech/remote-jobs,22168,203,29256.0,0.009157343919162756
R_kgDOJMLjFw,yzfly/awesome-chatgpt-zh,9392,86,10592.0,0.009156729131175469
MDEwOlJlcG9zaXRvcnkyMDU2MzEy,niklasvh/html2canvas,13872,127,30470.0,0.009155132641291811
MDEwOlJlcG9zaXRvcnkyNDE1NzYyNzA=,labuladong/fucking-algorithm,129612,1186,125244.0,0.009150387309816993
MDEwOlJlcG9zaXRvcnkxOTkzNzQ4NzY=,fengdu78/Data-Science-Notes,8525,78,8122.0,0.009149560117302053
MDEwOlJlcG9zaXRvcnk2NzgwNzY3,aws/aws-cli,7875,72,15459.0,0.009142857142857144
MDEwOlJlcG9zaXRvcnkxMDgxMTA=,mongodb/mongo,11603,106,26152.0,0.009135568387485995
MDEwOlJlcG9zaXRvcnkxNDkwMDEzNjU=,doocs/leetcode,31330,286,31097.0,0.009128630705394191
MDEwOlJlcG9zaXRvcnkxNzgwOTIxMzQ=,formulahendry/955.WLB,20158,184,34655.0,0.009127889671594403
MDEwOlJlcG9zaXRvcnkxNzgxMjQ2NzM=,qq281113270/vue,5481,50,6790.0,0.009122422915526365
R_kgDOIAstBQ,openai/whisper,65560,598,68313.0,0.009121415497254424
MDEwOlJlcG9zaXRvcnkxNTQyNzU3NDQ=,ZhongFuCheng3y/3y,14144,129,18810.0,0.009120475113122173
MDEwOlJlcG9zaXRvcnk2MDI3MzcwNA==,mozilla/DeepSpeech,15360,140,25146.0,0.009114583333333334
MDEwOlJlcG9zaXRvcnk3NzMyNjYwNw==,misskey-dev/misskey,8448,77,9932.0,0.009114583333333334
MDEwOlJlcG9zaXRvcnkxOTQyNjIyNzU=,blaCCkHatHacEEkr/PENTESTING-BIBLE,13408,122,12852.0,0.009099045346062052
MDEwOlJlcG9zaXRvcnk3MDc3NzE4MA==,Foundry376/Mailspring,10442,95,15453.0,0.009097873970503736
MDEwOlJlcG9zaXRvcnkyOTAyMzQ5MjE=,JoseDeFreitas/awesome-youtubers,5830,53,5684.0,0.00909090909090909
MDEwOlJlcG9zaXRvcnk3NTg2NzcyMA==,wesbos/JavaScript30,18711,170,27611.0,0.009085564641120196
MDEwOlJlcG9zaXRvcnkxNTU4MzMxMA==,SoftEtherVPN/SoftEtherVPN,6495,59,11537.0,0.009083910700538876
R_kgDOJ-s76w,joonspk-research/generative_agents,15757,143,16309.0,0.009075331598654566
R_kgDOHSAURg,phidatahq/phidata,10697,97,11229.0,0.009067962980274843
MDEwOlJlcG9zaXRvcnk1MzIzODgxMw==,Homebrew/brew,25505,231,40957.0,0.009057047637718094
MDEwOlJlcG9zaXRvcnkxNTkxNTI5MDQ=,jeecgboot/jeecg-boot,15907,144,40182.0,0.009052618344125228
MDEwOlJlcG9zaXRvcnkxMTU3NzMwNA==,dolphin-emu/dolphin,7958,72,12762.0,0.009047499371701432
MDEwOlJlcG9zaXRvcnkyODY5OTQ3MQ==,lukasz-madon/awesome-remote-job,15916,144,29262.0,0.009047499371701432
MDEwOlJlcG9zaXRvcnk5MzI1MzI0Ng==,javascript-tutorial/en.javascript.info,17921,162,23427.0,0.009039674125327827
MDEwOlJlcG9zaXRvcnk1MTgzMDAyNA==,popcorn-official/popcorn-desktop,7528,68,9416.0,0.009032943676939426
MDEwOlJlcG9zaXRvcnkzNzM4Mjg1OA==,kilimchoi/engineering-blogs,16726,151,31373.0,0.009027860815496832
R_kgDOK2W5Sw,TencentARC/PhotoMaker,9083,82,9393.0,0.009027854233182869
MDEwOlJlcG9zaXRvcnkyMTExMjQ2OTc=,deezer/spleeter,26259,237,25693.0,0.009025476979321375
R_kgDOKT26CA,xuchengsheng/spring-reading,8333,75,8099.0,0.009000360014400577
MDEwOlJlcG9zaXRvcnkzNTg2NjY5NA==,RocketChat/Rocket.Chat,20343,183,40186.0,0.008995723344639434
MDEwOlJlcG9zaXRvcnkxMzkyNjQwNA==,getredash/redash,13785,124,26061.0,0.008995284729778745
MDEwOlJlcG9zaXRvcnkzMzA5MDk0OTA=,Johnserf-Seed/TikTokDownload,6449,58,6508.0,0.008993642425182198
MDEwOlJlcG9zaXRvcnkyMzcxNDA5NDk=,BrasilAPI/BrasilAPI,6784,61,8408.0,0.008991745283018868
MDEwOlJlcG9zaXRvcnk5ODc3MTExMA==,zhongyang219/TrafficMonitor,30599,275,34572.0,0.008987221804634139
R_kgDOGRGMqQ,scottbez1/smartknob,18298,164,19124.0,0.008962728167012789
MDEwOlJlcG9zaXRvcnk3MDE5ODg3NQ==,airbnb/lottie-android,10833,97,34980.0,0.008954121665282009
MDEwOlJlcG9zaXRvcnkzNDcwNDcx,FortAwesome/Font-Awesome,17765,159,73548.0,0.008950182943990994
R_kgDOKxxMRQ,HerbertHe/iptv-sources,6055,54,6230.0,0.008918249380677127
MDEwOlJlcG9zaXRvcnk4NjI0NTgxNQ==,pygame/pygame,6728,60,7369.0,0.0089179548156956
R_kgDOKFkpeg,modelscope/facechain,8525,76,8919.0,0.008914956011730205
R_kgDOJrGO5A,Mintplex-Labs/anything-llm,22681,202,23805.0,0.00890613288655703
MDEwOlJlcG9zaXRvcnkxNDMzMjQ3Mzc=,diasurgical/devilutionX,7977,71,8015.0,0.008900589193932556
MDEwOlJlcG9zaXRvcnk2NjcxMDk5,mnielsen/neural-networks-and-deep-learning,7303,65,15940.0,0.008900451869094892
MDEwOlJlcG9zaXRvcnkyNjkxOTg4MjA=,crisxuan/bestJavaer,6071,54,5947.0,0.008894745511447867
R_kgDOIygeJg,comfyanonymous/ComfyUI,49275,438,52157.0,0.008888888888888889
MDEwOlJlcG9zaXRvcnk4OTg0Njg3Mg==,jindongwang/transferlearning,10127,90,13305.0,0.008887133405747013
MDEwOlJlcG9zaXRvcnkyMDI0OTgwOTM=,tgbot-collection/YYeTsBot,14628,130,14183.0,0.008887065901011758
R_kgDOK7anUQ,liu673cn/box,10361,92,505.0,0.008879451790367724
MDEwOlJlcG9zaXRvcnkxMjUyNjYzMjg=,psf/black,28833,255,38689.0,0.008844032878992821
MDEwOlJlcG9zaXRvcnkxMTAyMTExNDc=,xkcoding/spring-boot-demo,33638,297,32937.0,0.00882930019620667
MDEwOlJlcG9zaXRvcnkxOTgwMTg5ODU=,TonyChen56/WeChatRobot,6800,60,6469.0,0.008823529411764706
MDEwOlJlcG9zaXRvcnk5NDM2NzY3Nw==,jaredpalmer/formik,13041,115,33897.0,0.008818342151675485
MDEwOlJlcG9zaXRvcnkxMjc0MDc5NTc=,azl397985856/leetcode,45743,403,54528.0,0.00881009116148919
MDEwOlJlcG9zaXRvcnkxNzg2MjY3MjA=,Lightning-AI/lightning,6817,60,28086.0,0.00880152559777028
R_kgDOI8xhwA,danny-avila/LibreChat,16367,144,17894.0,0.008798191482861857
MDEwOlJlcG9zaXRvcnk4OTIyNzU=,square/retrofit,12283,108,43010.0,0.008792640234470406
MDEwOlJlcG9zaXRvcnkyNjMzNzMyMg==,rancher/rancher,12748,112,23287.0,0.008785691873235017
MDEwOlJlcG9zaXRvcnkzMDI4MDA0OTE=,vxunderground/MalwareSourceCode,16397,144,15633.0,0.008782094285540039
MDEwOlJlcG9zaXRvcnk1NjkwNDE=,curl/curl,23475,206,35543.0,0.008775292864749734
MDEwOlJlcG9zaXRvcnk1Mjk1MDI=,scrapy/scrapy,21657,190,52578.0,0.008773144941589324
R_kgDOItjjpA,ai-collection/ai-collection,7183,63,7415.0,0.00877070861756926
MDEwOlJlcG9zaXRvcnkzMDUxNDQ3NDY=,geohot/tinygrad,17353,152,26400.0,0.008759292341381893
MDEwOlJlcG9zaXRvcnkzMTk5MDAy,raspberrypi/linux,6053,53,11058.0,0.008755988765901206
MDEwOlJlcG9zaXRvcnk4Mzg0NDcyMA==,ageitgey/face_recognition,30617,268,53005.0,0.008753306986314793
MDEwOlJlcG9zaXRvcnkzNTY0MDIyOQ==,rollup/rollup,10628,93,25271.0,0.008750470455400828
MDEwOlJlcG9zaXRvcnkxMTE1ODM1OTM=,Genymobile/scrcpy,96643,845,109714.0,0.008743519965232868
MDEwOlJlcG9zaXRvcnkyMDE1OTg2Nw==,nothings/stb,17386,152,26530.0,0.008742666513286552
MDEwOlJlcG9zaXRvcnkxOTQyMTY0MDQ=,cobidev/simplefolio,9502,83,13426.0,0.008735003157230057
MDEwOlJlcG9zaXRvcnk2ODYxOTM3OQ==,bbfamily/abu,7679,67,11854.0,0.00872509441333507
MDEwOlJlcG9zaXRvcnkxNDg0OTY2ODc=,YunaiV/SpringBoot-Labs,16275,142,19007.0,0.008725038402457757
MDEwOlJlcG9zaXRvcnkyMDcyNDUwOTI=,stenzek/duckstation,7108,62,7034.0,0.008722566122678672
MDEwOlJlcG9zaXRvcnkxMDM3ODQxNDI=,MonitorControl/MonitorControl,24421,213,27460.0,0.008722001556037836
MDEwOlJlcG9zaXRvcnk5NzQzMTI4MQ==,pythonstock/stock,6425,56,6588.0,0.008715953307392997
MDEwOlJlcG9zaXRvcnkzNDc1NzE4Mg==,donnemartin/interactive-coding-challenges,13323,116,29381.0,0.008706747729490354
MDEwOlJlcG9zaXRvcnk0NDk5ODA5Mg==,JohnCoates/Aerial,7239,63,20768.0,0.00870285951098218
MDEwOlJlcG9zaXRvcnkxNDE3MjAzMDE=,dr5hn/countries-states-cities-database,7010,61,7280.0,0.008701854493580598
MDEwOlJlcG9zaXRvcnk0OTkzNTgxNA==,littlecodersh/ItChat,10123,88,25481.0,0.008693075175343278
MDEwOlJlcG9zaXRvcnk0NTI0MTgx,facebook/folly,16240,141,28246.0,0.008682266009852217
MDEwOlJlcG9zaXRvcnkyNDc1MjEyOTA=,ColinLeung-NiloCat/UnityURPToonLitShaderExample,6222,54,6345.0,0.008678881388621022
MDEwOlJlcG9zaXRvcnk1MTk4MTAzOA==,jhuangtw/xg2xg,6110,53,14545.0,0.00867430441898527
MDEwOlJlcG9zaXRvcnkyMTczMzcxNg==,adobe-fonts/source-han-sans,8188,71,14354.0,0.008671226184660479
MDEwOlJlcG9zaXRvcnkzMTMxOTczNTY=,pure-admin/vue-pure-admin,8996,78,15934.0,0.008670520231213872
R_kgDOGYU_wQ,noDRM/DeDRM_tools,6692,58,7044.0,0.008667065152420802
MDEwOlJlcG9zaXRvcnkxMDQzMzc3NzM=,1c7/chinese-independent-developer,24481,212,37244.0,0.008659776969895021
R_kgDOMIOhtw,fudan-generative-vision/hallo,8092,70,9251.0,0.00865051903114187
MDEwOlJlcG9zaXRvcnk1ODgzNjUzNA==,algorithm-visualizer/algorithm-visualizer,27760,240,46634.0,0.008645533141210375
R_kgDOKVORZg,ByteByteGoHq/system-design-101,60494,523,63390.0,0.008645485502694483
MDEwOlJlcG9zaXRvcnkyNDU2MDMwNw==,babel/babel,12735,110,43186.0,0.008637612877895563
MDEwOlJlcG9zaXRvcnkxNDUzMTczNw==,bitcoin/bips,6485,56,9284.0,0.008635312259059369
R_kgDOJEXQ7A,microsoft/visual-chatgpt,29187,252,34518.0,0.008633980881899476
MDEwOlJlcG9zaXRvcnkyMDg3Mjg3NzI=,milvus-io/milvus,29767,257,29697.0,0.008633721906809555
,itwanger/JavaBooks,6371,55,,0.008632867681682624
R_kgDOJIQnXA,mckaywrigley/chatbot-ui,27358,236,28444.0,0.008626361576138606
MDEwOlJlcG9zaXRvcnkyMTg3MjM5Mg==,josephmisiti/awesome-machine-learning,27724,239,65546.0,0.008620689655172414
MDEwOlJlcG9zaXRvcnkxMzI3NTQxNDg=,stefan-jansen/machine-learning-for-trading,12779,110,13059.0,0.008607872290476564
MDEwOlJlcG9zaXRvcnkxNjI2NzI1Nzc=,PaddlePaddle/PaddleHub,12907,111,12686.0,0.008599984504532424
MDEwOlJlcG9zaXRvcnkxMDc5Mzc4MTU=,aws/amazon-sagemaker-examples,5933,51,10033.0,0.008595988538681949
MDEwOlJlcG9zaXRvcnkzMDIwMzkzNQ==,metabase/metabase,23974,206,38288.0,0.008592642028864603
MDEwOlJlcG9zaXRvcnkxNTE4MzQwNjI=,doocs/advanced-java,56166,482,75780.0,0.008581704233878147
R_kgDOIcY7vQ,techiescamp/kubernetes-learning-path,6528,56,6773.0,0.00857843137254902
MDEwOlJlcG9zaXRvcnk1NTE2Mzgz,piskelapp/piskel,6763,58,11095.0,0.008576075706047612
MDEwOlJlcG9zaXRvcnkxMTQ4MTMzOA==,zloirock/core-js,16209,139,24395.0,0.008575482756493306
MDEwOlJlcG9zaXRvcnkyMzI1Mjk4,torvalds/linux,113565,972,179524.0,0.008558975036322811
MDEwOlJlcG9zaXRvcnkxOTg0ODQzNTg=,NobyDa/Script,8880,76,8145.0,0.008558558558558558
MDEwOlJlcG9zaXRvcnkzMzg4NDg5MQ==,apache/airflow,24774,212,36522.0,0.008557358521030112
MDEwOlJlcG9zaXRvcnk2NTM5MjM2NA==,ethereumbook/ethereumbook,14620,125,19813.0,0.008549931600547196
MDEwOlJlcG9zaXRvcnkxNDExMDQ2MTg=,the1812/Bilibili-Evolved,22956,196,22997.0,0.008538072834988674
MDEwOlJlcG9zaXRvcnk4NDgxMTQ2Ng==,mqyqingfeng/Blog,19567,167,30693.0,0.008534777942454132
MDEwOlJlcG9zaXRvcnkzNjM4OTY0,ansible/ansible,28034,239,62492.0,0.008525362060355283
MDEwOlJlcG9zaXRvcnk1NDM3NjIyMA==,AtsushiSakai/PythonRobotics,17366,148,22993.0,0.008522400092134055
MDEwOlJlcG9zaXRvcnkxMDU2NzE5Nw==,dokku/dokku,12098,103,28943.0,0.008513803934534634
R_kgDOJ7brVg,OpenInterpreter/open-interpreter,10461,89,52425.0,0.0085077908421757
R_kgDOGStmJA,hpcaitech/ColossalAI,37516,319,38687.0,0.008503038703486513
MDEwOlJlcG9zaXRvcnkxOTg5MTkwOTE=,taki0112/UGATIT,6714,57,6169.0,0.008489722966934763
MDEwOlJlcG9zaXRvcnkxODE0NjEwNzM=,v2fly/v2ray-core,30402,258,29123.0,0.008486283797118611
R_kgDOH3r2HA,cmdr2/stable-diffusion-ui,6485,55,9479.0,0.008481110254433308
R_kgDOJQ_nbA,chatchat-space/Langchain-Chatchat,17823,151,31440.0,0.008472198844190091
MDEwOlJlcG9zaXRvcnk1MDI2NDI5Ng==,jgthms/bulma,17481,148,49204.0,0.0084663348778674
MDEwOlJlcG9zaXRvcnkzNDQ1MzA2MA==,sindresorhus/awesome-electron,9454,80,25727.0,0.008462026655383965
R_kgDOKInPBw,microsoft/autogen,30036,254,31456.0,0.008456518844053802
MDEwOlJlcG9zaXRvcnkxMDgxMDI4MjY=,carla-simulator/carla,8770,74,11172.0,0.008437856328392246
MDEwOlJlcG9zaXRvcnkzMjI0Nzg0Nw==,ReactiveX/rxjs,13041,110,30664.0,0.008434935971167856
MDEwOlJlcG9zaXRvcnkxMzY3ODA0NDU=,kitao/pyxel,9857,83,14651.0,0.008420411890027391
MDEwOlJlcG9zaXRvcnkzMDIxNTYzMA==,go-kit/kit,13900,117,26525.0,0.00841726618705036
MDEwOlJlcG9zaXRvcnkxODE4MDc1ODM=,haizlin/fe-interview,25204,212,25318.0,0.008411363275670528
MDEwOlJlcG9zaXRvcnkxMzc1MzYzNg==,jhipster/generator-jhipster,8685,73,21487.0,0.008405296488198042
R_kgDOLfZOXA,jasonppy/VoiceCraft,7139,60,7517.0,0.008404538450763412
MDEwOlJlcG9zaXRvcnkzMTYyOTc1MQ==,cypress-io/cypress,36254,304,46782.0,0.00838528162409665
MDEwOlJlcG9zaXRvcnkyOTIyOTM0NjI=,datastacktv/data-engineer-roadmap,13119,110,12326.0,0.008384785425718423
MDEwOlJlcG9zaXRvcnkxMTk4MTEwMTA=,tabler/tabler,21355,179,37865.0,0.008382111917583705
R_kgDOKH8k2g,opentofu/opentofu,15761,132,22698.0,0.008375103102595012
MDEwOlJlcG9zaXRvcnkxNTkxOTQxMDA=,fengdu78/lihang-code,14568,122,18875.0,0.008374519494783086
MDEwOlJlcG9zaXRvcnk2OTY3MzAzMw==,ardalis/CleanArchitecture,14220,119,16225.0,0.008368495077355837
