repo,CommitCommentEvent,CreateEvent,DeleteEvent,ForkEvent,GollumEvent,IssueCommentEvent,IssuesEvent,MemberEvent,PublicEvent,PullRequestEvent,PullRequestReviewCommentEvent,PullRequestReviewEvent,PushEvent,ReleaseEvent,WatchEvent
qwqcode/Artalk,0.0,9.0,1.0,10.0,0.0,6.0,3.0,0.0,0.0,13.0,1.0,2.0,57.0,2.0,54.0
qzq1111/flask-restful-example,0.0,20.0,18.0,316.0,0.0,20.0,5.0,0.0,0.0,42.0,0.0,0.0,33.0,0.0,1040.0
r-darwish/kilopp,16.0,0.0,0.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,127.0
r-follador/CubeTrek,0.0,2.0,0.0,8.0,0.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,15.0,2.0,125.0
r-rust/hellorust,0.0,8.0,3.0,21.0,0.0,45.0,19.0,0.0,0.0,14.0,0.0,0.0,108.0,4.0,179.0
r-smith/vmPing,0.0,0.0,0.0,17.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,114.0
r00k/dotfiles,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,65.0
r0wans/zoombotter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
r1ghtl3ft/Dxsale-sniper-bot,0.0,2.0,0.0,79.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,112.0
r21nomi/GLRippleView,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
r34dlnew/Rule34.xxx-Downloader,0.0,0.0,0.0,12.0,0.0,16.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,51.0
r4gus/nodus,0.0,4.0,4.0,7.0,0.0,10.0,11.0,0.0,0.0,8.0,0.0,0.0,81.0,0.0,128.0
rChinnnn/rchin-poe-trade,0.0,90.0,42.0,39.0,0.0,114.0,102.0,0.0,1.0,154.0,0.0,0.0,235.0,42.0,234.0
rabbitmq/internals,0.0,0.0,0.0,13.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,1.0,3.0,0.0,139.0
rabbitmq/rabbitmq-delayed-message-exchange,2.0,40.0,22.0,115.0,0.0,256.0,127.0,13.0,0.0,66.0,24.0,31.0,143.0,9.0,1498.0
rabbitmq/rabbitmq-stream-java-client,1.0,466.0,473.0,13.0,0.0,210.0,201.0,14.0,1.0,898.0,6.0,73.0,2258.0,24.0,63.0
rabeehk/compacter,0.0,4.0,0.0,14.0,0.0,49.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,116.0
raboof/nethogs,0.0,4.0,1.0,150.0,1.0,238.0,86.0,0.0,0.0,80.0,33.0,57.0,36.0,2.0,1826.0
rachamaad/ABS,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,167.0
rachtibat/zennit-crp,4.0,12.0,7.0,18.0,0.0,23.0,23.0,2.0,1.0,30.0,1.0,2.0,98.0,0.0,112.0
radareorg/r2dec-js,3.0,21.0,14.0,9.0,0.0,55.0,29.0,0.0,0.0,36.0,3.0,0.0,101.0,10.0,86.0
radekosmulski/yolo_open_images,0.0,0.0,0.0,18.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0
radian-software/apheleia,0.0,38.0,31.0,62.0,3.0,472.0,124.0,0.0,0.0,277.0,75.0,182.0,188.0,5.0,351.0
radian-software/riju,2.0,21.0,21.0,142.0,0.0,48.0,32.0,0.0,0.0,44.0,0.0,1.0,49.0,0.0,1036.0
radicle-dev/radicle-alpha,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
radioegor146/gi-bin-output,0.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,116.0
rafaelhz/react-material-admin-template,0.0,0.0,0.0,90.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,122.0
rafaelmardojai/vscode-gnome-theme,0.0,6.0,0.0,3.0,0.0,12.0,7.0,0.0,0.0,2.0,0.0,0.0,22.0,5.0,73.0
rafallopatka/ToastNotifications,0.0,0.0,0.0,114.0,0.0,43.0,36.0,0.0,0.0,21.0,0.0,1.0,5.0,0.0,426.0
rafayell4325/4KVD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0
rahulbhichher/SourceCodeReview,0.0,2.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,54.0
rahuldange09/Splashy,0.0,0.0,0.0,24.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,103.0
rahulvibe9/VMWare-Workstation-Pro-CRACKED,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0
rails/rails-html-sanitizer,4.0,48.0,40.0,50.0,0.0,173.0,57.0,1.0,0.0,116.0,15.0,32.0,101.0,9.0,134.0
railsonsousa106/Next.js-Storefront,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0
raindropio/desktop,0.0,77.0,24.0,56.0,0.0,66.0,47.0,0.0,0.0,33.0,0.0,0.0,236.0,70.0,434.0
rainy1314/AutoApiSecret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2297.0,0.0,70.0
rajasegar/todomvc-htmx,0.0,2.0,0.0,14.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,64.0
rajeevgade/vue-360,11.0,34.0,17.0,34.0,0.0,66.0,34.0,0.0,1.0,54.0,0.0,0.0,37.0,1.0,105.0
rajtilakjee/keepyourmouthshut,0.0,25.0,13.0,2.0,0.0,1.0,3.0,1.0,0.0,25.0,0.0,0.0,124.0,3.0,70.0
rakyll/govalidate,0.0,0.0,0.0,25.0,0.0,19.0,15.0,0.0,1.0,16.0,8.0,0.0,27.0,0.0,359.0
raleighlittles/10_Days_Of_JavaScript-HackerRank,0.0,0.0,0.0,146.0,0.0,8.0,3.0,0.0,0.0,15.0,3.0,0.0,9.0,0.0,199.0
ramdeoshubham/macros,0.0,0.0,0.0,26.0,0.0,5.0,4.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,110.0
ramintoosi/ROSS,0.0,3.0,0.0,8.0,0.0,14.0,13.0,2.0,0.0,1.0,0.0,0.0,124.0,0.0,144.0
ramnzys/filament-email-log,0.0,21.0,11.0,22.0,0.0,26.0,7.0,0.0,0.0,30.0,0.0,0.0,50.0,5.0,55.0
ramon-mendes/SciterSharp,0.0,0.0,0.0,20.0,0.0,24.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,86.0
ramsayleung/rspotify,2.0,192.0,165.0,167.0,3.0,1254.0,289.0,1.0,0.0,532.0,515.0,633.0,981.0,3.0,588.0
rancher/rio,0.0,58.0,1.0,184.0,22.0,1172.0,683.0,4.0,0.0,731.0,539.0,0.0,320.0,42.0,1351.0
random-robbie/My-Shodan-Scripts,0.0,1.0,0.0,247.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,31.0,0.0,850.0
ranelpadon/ngram-type,4.0,2.0,0.0,36.0,0.0,117.0,59.0,0.0,0.0,20.0,3.0,8.0,75.0,0.0,191.0
rangle/redux-beacon,0.0,22.0,5.0,20.0,0.0,25.0,8.0,1.0,0.0,45.0,0.0,1.0,11.0,0.0,134.0
raniejade/godot-kotlin,0.0,52.0,44.0,5.0,0.0,12.0,39.0,0.0,0.0,80.0,1.0,0.0,183.0,1.0,58.0
ranjankumarshah189/Editor-App,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0
ranjian0/building_tool,0.0,23.0,25.0,38.0,10.0,297.0,179.0,1.0,0.0,62.0,27.0,0.0,175.0,1.0,460.0
rapiddweller/rapiddweller-benerator-ce,6.0,253.0,200.0,29.0,0.0,333.0,101.0,0.0,0.0,681.0,16.0,39.0,1080.0,11.0,153.0
rapier1/hpn-ssh,0.0,44.0,29.0,8.0,21.0,93.0,33.0,0.0,0.0,29.0,2.0,12.0,399.0,8.0,93.0
rasbt/machine-learning-book,0.0,27.0,25.0,1226.0,0.0,211.0,149.0,0.0,0.0,84.0,0.0,2.0,154.0,2.0,3359.0
rascoo/Minecraft-Free-Hack-Download-2023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0
rasmusab/beepr,0.0,2.0,1.0,21.0,0.0,25.0,23.0,0.0,0.0,11.0,0.0,0.0,14.0,1.0,114.0
rasmuslos/ShelfPlayer,3.0,32.0,10.0,17.0,0.0,525.0,262.0,0.0,0.0,9.0,0.0,0.0,370.0,17.0,155.0
raspicamplayer/camplayer,0.0,1.0,0.0,50.0,0.0,175.0,69.0,0.0,1.0,21.0,0.0,0.0,13.0,0.0,275.0
ratsgo/nlpbook,0.0,2.0,0.0,30.0,0.0,84.0,98.0,0.0,0.0,3.0,0.0,0.0,259.0,0.0,100.0
rava-dosa/epub2pdf,0.0,8.0,4.0,40.0,0.0,8.0,9.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0,97.0
ravendaskull/Telegram-Premium-Generator,0.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0
ravichandran-blog/SPFx,0.0,20.0,1.0,106.0,0.0,5.0,11.0,0.0,0.0,16.0,0.0,0.0,148.0,0.0,63.0
raviqqe/melior,0.0,501.0,439.0,36.0,0.0,198.0,90.0,0.0,0.0,952.0,58.0,67.0,2200.0,0.0,289.0
ravynsoft/ravynos,13.0,10.0,5.0,156.0,0.0,282.0,168.0,0.0,0.0,74.0,14.0,38.0,264.0,3.0,3452.0
rawchen/AliPan,0.0,7.0,0.0,7.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,99.0,7.0,253.0
rawiriblundell/wiki.bash-hackers.org,0.0,2.0,0.0,26.0,0.0,12.0,19.0,0.0,0.0,1.0,0.0,1.0,44.0,0.0,153.0
raysonlaroca/rodosol-alpr-dataset,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,97.0
raywenderlich/mcon-materials,1.0,29.0,18.0,62.0,0.0,12.0,0.0,1.0,0.0,34.0,2.0,14.0,90.0,3.0,130.0
rchunping/wxapp-google-analytics,0.0,1.0,0.0,26.0,0.0,29.0,12.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,132.0
rcoceras/NcCrack-CS-GO-HACK-ESP-AIM,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0
re-rxjs/react-rxjs,0.0,227.0,203.0,22.0,0.0,416.0,92.0,0.0,0.0,386.0,73.0,137.0,510.0,11.0,531.0
react-boilerplate/react-boilerplate-typescript,0.0,6.0,6.0,106.0,0.0,58.0,16.0,0.0,0.0,26.0,4.0,0.0,31.0,1.0,246.0
react-component/banner-anim,0.0,161.0,147.0,22.0,0.0,208.0,13.0,0.0,0.0,296.0,0.0,0.0,17.0,0.0,76.0
react-financial/react-financial-charts,0.0,31.0,25.0,174.0,0.0,148.0,82.0,0.0,0.0,75.0,2.0,12.0,45.0,3.0,734.0
react-native-community/docker-android,0.0,73.0,35.0,165.0,0.0,348.0,92.0,0.0,0.0,228.0,50.0,94.0,145.0,37.0,436.0
react-next-boilerplate/react-next-boilerplate,22.0,73.0,75.0,106.0,0.0,165.0,52.0,0.0,1.0,164.0,10.0,2.0,125.0,3.0,388.0
react-photonkit/react-photonkit,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,82.0
react-shop/react-ecommerce,0.0,57.0,41.0,59.0,0.0,40.0,22.0,0.0,0.0,92.0,19.0,17.0,54.0,0.0,197.0
react-spring/gltfjsx,0.0,31.0,3.0,25.0,0.0,75.0,40.0,0.0,0.0,23.0,0.0,0.0,89.0,0.0,570.0
react-spring/react-xr,0.0,6.0,0.0,10.0,0.0,16.0,9.0,1.0,0.0,8.0,0.0,0.0,33.0,3.0,289.0
reactchartjs/react-chartjs-2,2.0,298.0,258.0,2098.0,0.0,1447.0,511.0,3.0,0.0,508.0,15.0,29.0,573.0,13.0,3367.0
reactioncommerce/reaction,20.0,722.0,675.0,974.0,0.0,2415.0,1607.0,15.0,0.0,1540.0,1181.0,652.0,3138.0,129.0,4201.0
reactiveui/Sextant,0.0,828.0,779.0,33.0,0.0,1175.0,68.0,1.0,0.0,1301.0,75.0,238.0,1004.0,27.0,157.0
readmeio/api-explorer,1.0,1245.0,1131.0,18.0,0.0,769.0,141.0,0.0,0.0,2022.0,505.0,289.0,2894.0,0.0,52.0
readwiseio/obsidian-readwise,0.0,18.0,1.0,29.0,0.0,158.0,67.0,0.0,1.0,26.0,50.0,54.0,48.0,14.0,256.0
realclientip/realclientip-go,0.0,6.0,1.0,4.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,77.0
realmazharhussain/gdm-tools,0.0,17.0,9.0,9.0,0.0,88.0,37.0,0.0,0.0,4.0,0.0,0.0,62.0,15.0,112.0
realoriginal/angryorchard,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0
realrate/Causing,2.0,74.0,57.0,9.0,0.0,40.0,18.0,0.0,0.0,118.0,73.0,100.0,169.0,16.0,50.0
reazon-research/ReazonSpeech,0.0,13.0,8.0,21.0,0.0,84.0,47.0,0.0,1.0,16.0,2.0,2.0,38.0,3.0,226.0
rebane2001/matterport-dl,0.0,2.0,0.0,74.0,0.0,489.0,198.0,1.0,0.0,70.0,18.0,18.0,32.0,0.0,316.0
recolic/awesome-hust,2.0,4.0,0.0,124.0,0.0,70.0,7.0,2.0,0.0,123.0,11.0,28.0,104.0,0.0,580.0
recp/cglm,0.0,60.0,11.0,257.0,0.0,964.0,217.0,0.0,0.0,363.0,122.0,73.0,484.0,28.0,1993.0
red-owl-games/Sleipnir,0.0,4.0,0.0,13.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,136.0
redis-developer/redis-stack-stocks,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,72.0
rediscovery-io/remo-python,6.0,93.0,75.0,29.0,0.0,29.0,11.0,0.0,0.0,161.0,140.0,20.0,604.0,13.0,190.0
rednafi/urban-sound-classification,0.0,141.0,120.0,17.0,0.0,134.0,1.0,0.0,0.0,265.0,0.0,0.0,131.0,0.0,61.0
redouane-dev/sync-elasticsearch-mysql,0.0,5.0,0.0,59.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,83.0
redpwn/rctf,4.0,293.0,264.0,62.0,34.0,283.0,96.0,0.0,0.0,585.0,158.0,50.0,1160.0,0.0,249.0
redrathnure/armbian-mkspi,0.0,48.0,5.0,15.0,0.0,205.0,39.0,0.0,0.0,7.0,0.0,1.0,72.0,23.0,87.0
redsolver/skydroid,0.0,14.0,0.0,22.0,3.0,83.0,43.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,401.0
redtoolskobe/scaninfo,0.0,3.0,0.0,113.0,0.0,12.0,10.0,0.0,0.0,3.0,0.0,0.0,25.0,1.0,840.0
redux-form/redux-form,10.0,68.0,57.0,392.0,0.0,995.0,242.0,1.0,0.0,192.0,5.0,2.0,141.0,12.0,1415.0
redux-utilities/redux-actions,0.0,30.0,24.0,67.0,0.0,98.0,31.0,0.0,0.0,60.0,21.0,19.0,29.0,1.0,725.0
reetasingh/CKA-Bookmarks,0.0,2.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,57.0
refact0r/monkeytype-themes,1.0,2.0,0.0,16.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,63.0
refcell/archon,0.0,0.0,0.0,5.0,0.0,1.0,4.0,1.0,1.0,4.0,0.0,1.0,6.0,0.0,86.0
refraction-ray/xalpha,2.0,41.0,0.0,405.0,0.0,568.0,286.0,0.0,0.0,36.0,13.0,19.0,269.0,36.0,2091.0
reframe-hpc/reframe,0.0,224.0,196.0,28.0,15.0,1384.0,468.0,1.0,0.0,978.0,428.0,915.0,851.0,34.0,66.0
regeirk/pycwt,0.0,6.0,4.0,61.0,0.0,25.0,17.0,0.0,0.0,9.0,0.0,2.0,19.0,2.0,209.0
registor/cpplects-beamer,0.0,2.0,0.0,28.0,0.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,77.0
reingart/pyfpdf,0.0,0.0,0.0,198.0,0.0,183.0,67.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,502.0
rejwanhabib/NcCrack-HACK-SCUM-Aim-Visuals,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0
rejwanhabib/NcCrack-Shatterline-HACK-AimBot-ESP-More,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0
rejwanhabib/NcCrack-Valheim-HACK-Aim-Esp,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0
rekby/lets-proxy2,0.0,97.0,51.0,20.0,2.0,162.0,105.0,0.0,0.0,147.0,25.0,18.0,267.0,64.0,98.0
relikd/baRSS,0.0,11.0,1.0,8.0,0.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,78.0,11.0,99.0
remcohaszing/monaco-yaml,0.0,88.0,65.0,54.0,0.0,436.0,193.0,0.0,0.0,164.0,38.0,95.0,180.0,17.0,183.0
remornxd/discord-guard-project,0.0,0.0,0.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,64.0
remotion-dev/template-tiktok,0.0,2.0,1.0,18.0,0.0,6.0,5.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,85.0
renjianfeng/BabylonFpsDemo,0.0,0.0,0.0,19.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
renmoqiqi/100-Days-Of-iOS-DataStructure-Algorithm,0.0,0.0,0.0,38.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,151.0
rennie83/ROBLOX-SYNAPSE-X-HACK-CHEAT-CRACK,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,102.0
renproject/send-crypto,0.0,71.0,26.0,18.0,0.0,53.0,25.0,5.0,1.0,46.0,0.0,3.0,117.0,2.0,60.0
renzmann/treesit-auto,2.0,58.0,9.0,39.0,0.0,178.0,96.0,0.0,0.0,102.0,32.0,53.0,165.0,39.0,374.0
renzuzu/renzu_garage,1.0,37.0,0.0,62.0,0.0,550.0,410.0,0.0,1.0,234.0,1.0,13.0,423.0,34.0,108.0
replicate/cog-sdxl,1.0,32.0,16.0,100.0,0.0,45.0,36.0,1.0,1.0,42.0,10.0,14.0,101.0,0.0,200.0
reptomsuozzi/test,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
repzret/dagger,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
rescatux/rescatux,0.0,17.0,0.0,9.0,0.0,208.0,54.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,122.0
researchgate/gradle-release,0.0,4.0,0.0,90.0,0.0,201.0,87.0,1.0,0.0,37.0,12.0,19.0,46.0,2.0,273.0
respect0/webpanelli-guard-v13,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,69.0
restbruno/Discord-Nitro-Purchaser,0.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,225.0
restbruno/MagicEden-NFT-Mint,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,90.0
restuwahyu13/bangjago-android-emulator,0.0,9.0,6.0,22.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,26.0,6.0,67.0
restuwahyu13/gin-rest-api,0.0,3.0,0.0,30.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,61.0
ret2jazzy/disasm.pro,0.0,0.0,0.0,13.0,0.0,12.0,14.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,98.0
retrofw/retrofw.github.io,0.0,6.0,0.0,25.0,305.0,91.0,95.0,1.0,0.0,0.0,0.0,0.0,34.0,6.0,283.0
retrohub-org/retrohub,0.0,229.0,210.0,5.0,0.0,93.0,267.0,0.0,0.0,414.0,0.0,0.0,671.0,19.0,104.0
retronas/retronas,0.0,2.0,4.0,10.0,34.0,57.0,39.0,0.0,0.0,23.0,0.0,0.0,113.0,0.0,136.0
retrospect-addon/plugin.video.retrospect,2.0,393.0,297.0,51.0,30.0,4867.0,925.0,0.0,0.0,334.0,197.0,141.0,2019.0,96.0,130.0
reubano/meza,0.0,28.0,11.0,17.0,0.0,35.0,33.0,1.0,0.0,45.0,4.0,4.0,54.0,0.0,74.0
reusablejs/reusable,0.0,47.0,35.0,27.0,0.0,73.0,45.0,1.0,0.0,88.0,7.0,1.0,154.0,0.0,232.0
revanced/revanced-manager-compose,1.0,41.0,30.0,63.0,0.0,71.0,48.0,9.0,2.0,92.0,99.0,104.0,277.0,0.0,183.0
reviewdog/action-misspell,0.0,110.0,44.0,34.0,0.0,83.0,17.0,0.0,0.0,122.0,9.0,20.0,90.0,35.0,92.0
revomatico/kong-oidc,1.0,19.0,6.0,98.0,0.0,66.0,33.0,1.0,0.0,45.0,0.0,0.0,49.0,18.0,107.0
reyammer/shellnoob,0.0,0.0,0.0,37.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,191.0
reycn/deepl-custom-server-for-bob,0.0,0.0,0.0,14.0,0.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,76.0
rfhits/Operating-System-BUAA-2021,0.0,2.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,121.0
rfuruta/pixelRL,0.0,1.0,0.0,30.0,0.0,34.0,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,106.0
rgrove/lazyload,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
rhiever/datacleaner,0.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0
rhysd/vim.wasm,1.0,29.0,18.0,84.0,0.0,48.0,23.0,0.0,0.0,8.0,0.0,1.0,226.0,13.0,1656.0
riatorz/NXOpenMyWorksheet,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,108.0
ricalessandri/Martini3-small-molecules,0.0,12.0,3.0,11.0,0.0,37.0,34.0,0.0,0.0,12.0,0.0,0.0,56.0,1.0,55.0
richard-damon/FreeRTOScpp,0.0,0.0,0.0,23.0,0.0,23.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,87.0
richardforth/apache2buddy,1.0,0.0,1.0,53.0,12.0,257.0,109.0,0.0,0.0,114.0,0.0,0.0,174.0,0.0,233.0
richardodliu/CS-BAOYAN,0.0,2.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,42.0,0.0,879.0
richgel999/fpng,0.0,15.0,0.0,58.0,64.0,77.0,38.0,0.0,0.0,6.0,0.0,0.0,132.0,6.0,926.0
rickecon/StructEst_W20,0.0,2.0,0.0,64.0,0.0,79.0,27.0,0.0,0.0,4.0,0.0,0.0,36.0,0.0,56.0
rickiepark/do-it-dl,0.0,0.0,0.0,95.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,94.0
ricklamers/gridstudio,0.0,8.0,1.0,1703.0,20.0,423.0,241.0,0.0,0.0,37.0,0.0,0.0,50.0,0.0,9604.0
ricklamers/slack-ipython,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,63.0
ricnaaru/adv_camera,0.0,6.0,1.0,50.0,0.0,121.0,101.0,0.0,0.0,13.0,0.0,0.0,94.0,1.0,66.0
riemers/ansible-gitlab-runner,8.0,90.0,4.0,240.0,0.0,622.0,194.0,2.0,0.0,342.0,38.0,44.0,163.0,71.0,310.0
riezebosch/AzureFunctions.TestHelpers,0.0,43.0,27.0,6.0,0.0,78.0,18.0,0.0,0.0,67.0,0.0,0.0,84.0,0.0,64.0
rigetti/grove,0.0,1.0,0.0,57.0,0.0,14.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,138.0
right7ctrl/flutter_floating_bottom_navigation_bar,0.0,0.0,0.0,46.0,0.0,31.0,24.0,0.0,0.0,20.0,0.0,0.0,16.0,0.0,105.0
rikdz/GraphWriter,0.0,0.0,0.0,96.0,0.0,124.0,59.0,0.0,0.0,3.0,1.0,1.0,6.0,0.0,479.0
rileytestut/AltSign,1.0,3.0,0.0,103.0,0.0,35.0,42.0,1.0,1.0,17.0,3.0,11.0,70.0,0.0,336.0
rime/rime-pinyin-simp,0.0,1.0,1.0,40.0,0.0,18.0,14.0,0.0,0.0,22.0,0.0,0.0,10.0,0.0,141.0
riophae/vue-treeselect,1.0,4.0,0.0,428.0,0.0,490.0,320.0,0.0,0.0,54.0,0.0,0.0,38.0,4.0,2030.0
risclite/verilog-divider,0.0,2.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,52.0
riscv-verification/RVVI,0.0,14.0,7.0,13.0,0.0,17.0,13.0,4.0,0.0,10.0,1.0,1.0,58.0,0.0,76.0
risesoft-y9/DataFlow-Engine,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,91.0
rishighan/threetwo,2.0,77.0,39.0,4.0,0.0,41.0,59.0,2.0,0.0,134.0,6.0,7.0,882.0,2.0,86.0
ritz078/rollup-plugin-filesize,0.0,24.0,24.0,17.0,0.0,136.0,29.0,1.0,0.0,104.0,23.0,5.0,50.0,2.0,60.0
rkimura47/cmu-comp-or,0.0,8.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,1.0,73.0
rkirti/bashrc,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0
rkoshak/openhab-rules-tools,1.0,53.0,42.0,32.0,0.0,107.0,45.0,0.0,0.0,149.0,63.0,42.0,305.0,8.0,64.0
rksm/axum-yew-setup,0.0,6.0,0.0,25.0,0.0,25.0,16.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,142.0
rlabrecque/Steamworks.NET,12.0,25.0,18.0,258.0,0.0,1124.0,549.0,1.0,0.0,76.0,7.0,7.0,94.0,9.0,1670.0
