repo,month,n_stars,n_clustered_stars
realpython/python-guide,2019-08,111,0
realpython/python-guide,2019-09,83,0
realpython/python-guide,2019-10,81,0
realpython/python-guide,2019-11,82,0
realpython/python-guide,2019-12,102,0
realpython/python-guide,2020-01,2,0
remoteintech/remote-jobs,2019-07,109,0
remoteintech/remote-jobs,2019-08,266,0
remoteintech/remote-jobs,2019-09,37,0
remoteintech/remote-jobs,2019-10,120,0
remoteintech/remote-jobs,2019-11,73,0
remoteintech/remote-jobs,2019-12,59,0
remoteintech/remote-jobs,2020-01,1,0
ripienaar/free-for-dev,2019-07,68,0
ripienaar/free-for-dev,2019-08,143,0
ripienaar/free-for-dev,2019-09,152,0
ripienaar/free-for-dev,2019-10,1028,0
ripienaar/free-for-dev,2019-11,527,0
ripienaar/free-for-dev,2019-12,560,0
ripienaar/free-for-dev,2020-01,6,0
rust-lang/rust,2019-07,351,0
rust-lang/rust,2019-08,299,0
rust-lang/rust,2019-09,242,0
rust-lang/rust,2019-10,248,0
rust-lang/rust,2019-11,338,0
rust-lang/rust,2019-12,303,0
rust-lang/rust,2020-01,9,0
rust-lang/rustlings,2019-07,204,0
rust-lang/rustlings,2019-08,145,0
rust-lang/rustlings,2019-09,90,0
rust-lang/rustlings,2019-10,92,0
rust-lang/rustlings,2019-11,120,0
rust-lang/rustlings,2019-12,173,0
rust-lang/rustlings,2020-01,9,0
rust-unofficial/awesome-rust,2019-07,182,0
rust-unofficial/awesome-rust,2019-08,171,0
rust-unofficial/awesome-rust,2019-09,132,0
rust-unofficial/awesome-rust,2019-10,117,0
rust-unofficial/awesome-rust,2019-11,140,0
rust-unofficial/awesome-rust,2019-12,124,0
rust-unofficial/awesome-rust,2020-01,4,0
ryanmcdermott/clean-code-javascript,2019-07,491,0
ryanmcdermott/clean-code-javascript,2019-08,157,0
ryanmcdermott/clean-code-javascript,2019-09,156,0
ryanmcdermott/clean-code-javascript,2019-10,146,0
ryanmcdermott/clean-code-javascript,2019-11,326,0
ryanmcdermott/clean-code-javascript,2019-12,444,0
ryanmcdermott/clean-code-javascript,2020-01,2,0
satoshin21/Anima,2019-07,1,0
scikit-learn/scikit-learn,2019-07,195,0
scikit-learn/scikit-learn,2019-08,192,0
scikit-learn/scikit-learn,2019-09,182,0
scikit-learn/scikit-learn,2019-10,220,0
scikit-learn/scikit-learn,2019-11,222,0
scikit-learn/scikit-learn,2019-12,194,0
scikit-learn/scikit-learn,2020-01,2,0
sdras/awesome-actions,2019-07,30,0
sdras/awesome-actions,2019-08,229,0
sdras/awesome-actions,2019-09,352,0
sdras/awesome-actions,2019-10,252,0
sdras/awesome-actions,2019-11,234,0
sdras/awesome-actions,2019-12,195,0
sdras/awesome-actions,2020-01,12,0
sebastianbergmann/object-enumerator,2019-07,31,0
sebastianbergmann/object-enumerator,2019-08,23,0
sebastianbergmann/object-enumerator,2019-09,41,0
sebastianbergmann/object-enumerator,2019-10,39,0
sebastianbergmann/object-enumerator,2019-11,24,0
sebastianbergmann/object-enumerator,2019-12,35,0
sebastianbergmann/object-enumerator,2020-01,1,0
sebastiandev/zipper,2019-07,1,0
sebastiandev/zipper,2019-08,2,0
sebastiandev/zipper,2019-09,6,0
sebastiandev/zipper,2019-10,1,0
sebastiandev/zipper,2019-12,2,0
serilog/serilog,2019-07,28,0
serilog/serilog,2019-08,37,0
serilog/serilog,2019-09,21,0
serilog/serilog,2019-10,26,0
serilog/serilog,2019-11,34,0
serilog/serilog,2019-12,27,0
serilog/serilog,2020-01,1,0
sherlock-project/sherlock,2019-07,828,0
sherlock-project/sherlock,2019-08,401,0
sherlock-project/sherlock,2019-09,99,0
sherlock-project/sherlock,2019-10,120,0
sherlock-project/sherlock,2019-11,357,0
sherlock-project/sherlock,2019-12,521,0
shevek/jarjar,2019-07,2,0
shevek/jarjar,2019-08,1,0
shevek/jarjar,2019-09,3,0
shevek/jarjar,2019-10,5,0
shevek/jarjar,2019-11,3,0
shevek/jarjar,2019-12,1,0
sindresorhus/awesome,2019-07,759,0
sindresorhus/awesome,2019-08,750,0
sindresorhus/awesome,2019-09,672,0
sindresorhus/awesome,2019-10,716,0
sindresorhus/awesome,2019-11,702,0
sindresorhus/awesome,2019-12,849,0
sindresorhus/awesome,2020-01,15,0
sindresorhus/awesome-nodejs,2019-07,345,0
sindresorhus/awesome-nodejs,2019-08,175,0
sindresorhus/awesome-nodejs,2019-09,135,0
sindresorhus/awesome-nodejs,2019-10,164,0
sindresorhus/awesome-nodejs,2019-11,150,0
sindresorhus/awesome-nodejs,2019-12,248,0
sindresorhus/awesome-nodejs,2020-01,4,0
skyming/iOS-Performance-Optimization,2019-07,20,0
skyming/iOS-Performance-Optimization,2019-08,76,0
skyming/iOS-Performance-Optimization,2019-09,20,0
skyming/iOS-Performance-Optimization,2019-10,27,0
skyming/iOS-Performance-Optimization,2019-11,22,0
skyming/iOS-Performance-Optimization,2019-12,30,0
starship/starship,2019-07,17,0
starship/starship,2019-08,188,0
starship/starship,2019-09,808,0
starship/starship,2019-10,402,0
starship/starship,2019-11,211,0
starship/starship,2019-12,193,0
starship/starship,2020-01,1,0
steven2358/awesome-blockchain-ai,2019-07,1,0
steven2358/awesome-blockchain-ai,2019-08,5,0
steven2358/awesome-blockchain-ai,2019-09,3,0
steven2358/awesome-blockchain-ai,2019-10,1,0
steven2358/awesome-blockchain-ai,2019-11,3,0
steven2358/awesome-blockchain-ai,2019-12,4,0
storybookjs/storybook,2019-07,342,0
storybookjs/storybook,2019-08,322,0
storybookjs/storybook,2019-09,300,0
storybookjs/storybook,2019-10,384,0
storybookjs/storybook,2019-11,340,0
storybookjs/storybook,2019-12,320,0
storybookjs/storybook,2020-01,13,0
sveltejs/svelte,2019-07,709,0
sveltejs/svelte,2019-08,460,0
sveltejs/svelte,2019-09,431,0
sveltejs/svelte,2019-10,575,0
sveltejs/svelte,2019-11,546,0
sveltejs/svelte,2019-12,630,0
sveltejs/svelte,2020-01,13,0
tachiyomiorg/extensions,2019-09,1,0
tachiyomiorg/website,2019-09,4,0
tachiyomiorg/website,2019-10,1,0
tachiyomiorg/website,2019-11,1,0
tachiyomiorg/website,2019-12,1,0
tauri-apps/tauri,2019-08,1,0
tauri-apps/tauri,2019-09,65,0
tauri-apps/tauri,2019-10,19,0
tauri-apps/tauri,2019-11,19,0
tauri-apps/tauri,2019-12,96,0
tauri-apps/tauri,2020-01,3,0
tayllan/awesome-algorithms,2019-07,37,0
tayllan/awesome-algorithms,2019-08,29,0
tayllan/awesome-algorithms,2019-09,49,0
tayllan/awesome-algorithms,2019-10,38,0
tayllan/awesome-algorithms,2019-11,41,0
tayllan/awesome-algorithms,2019-12,23,0
tayllan/awesome-algorithms,2020-01,1,0
tbrugz/geodata-br,2019-07,4,0
tbrugz/geodata-br,2019-08,1,0
tbrugz/geodata-br,2019-09,1,0
tbrugz/geodata-br,2019-10,2,0
tbrugz/geodata-br,2019-12,1,0
tensorflow/tensorflow,2019-07,775,0
tensorflow/tensorflow,2019-08,638,0
tensorflow/tensorflow,2019-09,747,0
tensorflow/tensorflow,2019-10,699,0
tensorflow/tensorflow,2019-11,717,0
tensorflow/tensorflow,2019-12,574,0
tensorflow/tensorflow,2020-01,8,0
tiangolo/fastapi,2019-07,167,0
tiangolo/fastapi,2019-08,166,0
tiangolo/fastapi,2019-09,235,0
tiangolo/fastapi,2019-10,233,0
tiangolo/fastapi,2019-11,222,0
tiangolo/fastapi,2019-12,465,0
tiangolo/fastapi,2020-01,9,0
tiimgreen/github-cheat-sheet,2019-07,84,0
tiimgreen/github-cheat-sheet,2019-08,61,0
tiimgreen/github-cheat-sheet,2019-09,69,0
tiimgreen/github-cheat-sheet,2019-10,81,0
tiimgreen/github-cheat-sheet,2019-11,71,0
tiimgreen/github-cheat-sheet,2019-12,70,0
tiimgreen/github-cheat-sheet,2020-01,5,0
torvalds/linux,2019-07,639,0
torvalds/linux,2019-08,576,0
torvalds/linux,2019-09,514,0
torvalds/linux,2019-10,492,0
torvalds/linux,2019-11,609,0
torvalds/linux,2019-12,502,0
torvalds/linux,2020-01,16,0
trekhleb/javascript-algorithms,2019-07,637,0
trekhleb/javascript-algorithms,2019-08,448,0
trekhleb/javascript-algorithms,2019-09,514,0
trekhleb/javascript-algorithms,2019-10,464,0
trekhleb/javascript-algorithms,2019-11,360,0
trekhleb/javascript-algorithms,2019-12,1019,0
trekhleb/javascript-algorithms,2020-01,7,0
trekhleb/learn-python,2019-07,31,0
trekhleb/learn-python,2019-08,15,0
trekhleb/learn-python,2019-09,13,0
trekhleb/learn-python,2019-10,24,0
trekhleb/learn-python,2019-11,19,0
trekhleb/learn-python,2019-12,15,0
trekhleb/learn-python,2020-01,1,0
trimstray/the-book-of-secret-knowledge,2019-07,150,0
trimstray/the-book-of-secret-knowledge,2019-08,288,0
trimstray/the-book-of-secret-knowledge,2019-09,305,0
trimstray/the-book-of-secret-knowledge,2019-10,149,0
trimstray/the-book-of-secret-knowledge,2019-11,295,0
trimstray/the-book-of-secret-knowledge,2019-12,188,0
trimstray/the-book-of-secret-knowledge,2020-01,5,0
twbs/bootstrap,2019-07,371,0
twbs/bootstrap,2019-08,302,0
twbs/bootstrap,2019-09,280,0
twbs/bootstrap,2019-10,308,0
twbs/bootstrap,2019-11,354,0
twbs/bootstrap,2019-12,317,0
twbs/bootstrap,2020-01,11,0
uNetworking/uWebSockets.js,2019-07,33,0
uNetworking/uWebSockets.js,2019-08,31,0
uNetworking/uWebSockets.js,2019-09,26,0
uNetworking/uWebSockets.js,2019-10,37,0
uNetworking/uWebSockets.js,2019-11,28,0
uNetworking/uWebSockets.js,2019-12,48,0
uNetworking/uWebSockets.js,2020-01,1,0
univrsal/input-overlay,2019-07,7,0
univrsal/input-overlay,2019-08,4,0
univrsal/input-overlay,2019-09,6,0
univrsal/input-overlay,2019-10,6,0
univrsal/input-overlay,2019-11,4,0
univrsal/input-overlay,2019-12,6,0
uvdesk/community-skeleton,2019-07,6,0
uvdesk/community-skeleton,2019-08,4,0
uvdesk/community-skeleton,2019-09,12,0
uvdesk/community-skeleton,2019-10,4,0
uvdesk/community-skeleton,2019-11,36,0
uvdesk/community-skeleton,2019-12,5,0
veggiemonk/awesome-docker,2019-07,106,0
veggiemonk/awesome-docker,2019-08,92,0
veggiemonk/awesome-docker,2019-09,87,0
veggiemonk/awesome-docker,2019-10,84,0
veggiemonk/awesome-docker,2019-11,85,0
veggiemonk/awesome-docker,2019-12,94,0
veggiemonk/awesome-docker,2020-01,2,0
vinta/awesome-python,2019-07,483,0
vinta/awesome-python,2019-08,708,0
vinta/awesome-python,2019-09,437,0
vinta/awesome-python,2019-10,558,0
vinta/awesome-python,2019-11,546,0
vinta/awesome-python,2019-12,450,0
vinta/awesome-python,2020-01,9,0
volta-cli/volta,2019-07,10,0
volta-cli/volta,2019-08,52,0
volta-cli/volta,2019-09,11,0
volta-cli/volta,2019-10,15,0
volta-cli/volta,2019-11,14,0
volta-cli/volta,2019-12,23,0
vsoch/watchme,2019-07,3,0
vsoch/watchme,2019-09,1,0
vsoch/watchme,2019-10,1,0
vsoch/watchme,2019-11,1,0
vsouza/awesome-ios,2019-07,125,0
vsouza/awesome-ios,2019-08,111,0
vsouza/awesome-ios,2019-09,121,0
vsouza/awesome-ios,2019-10,119,0
vsouza/awesome-ios,2019-11,99,0
vsouza/awesome-ios,2019-12,106,0
vuejs/vue,2019-07,1158,0
vuejs/vue,2019-08,1003,0
vuejs/vue,2019-09,798,0
vuejs/vue,2019-10,963,0
vuejs/vue,2019-11,866,0
vuejs/vue,2019-12,883,0
vuejs/vue,2020-01,9,0
wagtail/wagtail,2019-07,90,0
wagtail/wagtail,2019-08,50,0
wagtail/wagtail,2019-09,55,0
wagtail/wagtail,2019-10,55,0
wagtail/wagtail,2019-11,55,0
wagtail/wagtail,2019-12,30,0
wasabeef/awesome-android-ui,2019-07,150,0
wasabeef/awesome-android-ui,2019-08,138,0
wasabeef/awesome-android-ui,2019-09,124,0
wasabeef/awesome-android-ui,2019-10,109,0
wasabeef/awesome-android-ui,2019-11,111,0
wasabeef/awesome-android-ui,2019-12,105,0
wasabeef/awesome-android-ui,2020-01,4,0
wasmerio/wasmer,2019-07,78,0
wasmerio/wasmer,2019-08,104,0
wasmerio/wasmer,2019-09,93,0
wasmerio/wasmer,2019-10,99,0
wasmerio/wasmer,2019-11,77,0
wasmerio/wasmer,2019-12,86,0
wasmerio/wasmer,2020-01,3,0
wentin/cssicon,2019-07,4,0
wentin/cssicon,2019-08,6,0
wentin/cssicon,2019-09,6,0
wentin/cssicon,2019-10,4,0
wentin/cssicon,2019-11,4,0
wentin/cssicon,2019-12,9,0
withlin/canal-go,2019-07,12,0
withlin/canal-go,2019-08,2,0
withlin/canal-go,2019-09,18,0
withlin/canal-go,2019-10,1,0
withlin/canal-go,2019-11,6,0
withlin/canal-go,2019-12,3,0
xiaolai/everyone-can-use-english,2019-07,132,0
xiaolai/everyone-can-use-english,2019-08,74,0
xiaolai/everyone-can-use-english,2019-09,51,0
xiaolai/everyone-can-use-english,2019-10,42,0
xiaolai/everyone-can-use-english,2019-11,39,0
xiaolai/everyone-can-use-english,2019-12,107,0
xiaolai/everyone-can-use-english,2020-01,2,0
yangshun/front-end-interview-handbook,2019-07,128,0
yangshun/front-end-interview-handbook,2019-08,254,0
yangshun/front-end-interview-handbook,2019-09,162,0
yangshun/front-end-interview-handbook,2019-10,141,0
yangshun/front-end-interview-handbook,2019-11,116,0
yangshun/front-end-interview-handbook,2019-12,210,0
yangshun/front-end-interview-handbook,2020-01,3,0
yangshun/tech-interview-handbook,2019-07,222,0
yangshun/tech-interview-handbook,2019-08,1148,0
yangshun/tech-interview-handbook,2019-09,1049,0
yangshun/tech-interview-handbook,2019-10,317,0
yangshun/tech-interview-handbook,2019-11,250,0
yangshun/tech-interview-handbook,2019-12,371,0
yangshun/tech-interview-handbook,2020-01,6,0
yanirs/established-remote,2019-07,24,0
yanirs/established-remote,2019-08,24,0
yanirs/established-remote,2019-09,30,0
yanirs/established-remote,2019-10,46,0
yanirs/established-remote,2019-11,35,0
yanirs/established-remote,2019-12,61,0
yuzu-emu/yuzu,2019-07,176,0
yuzu-emu/yuzu,2019-08,96,0
yuzu-emu/yuzu,2019-09,82,0
yuzu-emu/yuzu,2019-10,82,0
yuzu-emu/yuzu,2019-11,152,0
yuzu-emu/yuzu,2019-12,104,0
yuzu-emu/yuzu,2020-01,3,0
zhiwehu/Python-programming-exercises,2019-07,114,0
zhiwehu/Python-programming-exercises,2019-08,111,0
zhiwehu/Python-programming-exercises,2019-09,228,0
zhiwehu/Python-programming-exercises,2019-10,146,0
zhiwehu/Python-programming-exercises,2019-11,140,0
zhiwehu/Python-programming-exercises,2019-12,122,0
zhiwehu/Python-programming-exercises,2020-01,3,0
zsh-users/zsh-autosuggestions,2019-07,133,0
zsh-users/zsh-autosuggestions,2019-08,123,0
zsh-users/zsh-autosuggestions,2019-09,129,0
zsh-users/zsh-autosuggestions,2019-10,107,0
zsh-users/zsh-autosuggestions,2019-11,119,0
zsh-users/zsh-autosuggestions,2019-12,122,0
zsh-users/zsh-autosuggestions,2020-01,4,0
zsh-users/zsh-syntax-highlighting,2019-07,78,0
zsh-users/zsh-syntax-highlighting,2019-08,58,0
zsh-users/zsh-syntax-highlighting,2019-09,57,0
zsh-users/zsh-syntax-highlighting,2019-10,73,0
zsh-users/zsh-syntax-highlighting,2019-11,66,0
zsh-users/zsh-syntax-highlighting,2019-12,74,0
zsh-users/zsh-syntax-highlighting,2020-01,3,0
zxs0827/zxs0827.github.io,2019-07,1,0
zxs0827/zxs0827.github.io,2019-10,1,0
zzzeek/alembic,2019-07,1,0
zzzeek/alembic,2019-12,2,0
