repo_id,repo_names,n_stars,n_stars_low_activity,p_stars_low_activity
MDEwOlJlcG9zaXRvcnkzMTU0NDY3ODY=,Matt-Fontes/SendScriptWhatsApp,2906,72,0.02477632484514797
MDEwOlJlcG9zaXRvcnk0NzQ0MDUzNg==,cocos/cocos-engine,2871,71,0.024730059212817835
MDEwOlJlcG9zaXRvcnkzNTk4Mzk2MjY=,liyupi/code-roadmap,4212,104,0.024691358024691357
MDEwOlJlcG9zaXRvcnk3ODAzOTkzMw==,rstudio/cheatsheets,4585,113,0.024645583424209378
R_kgDOI4Nkkw,opa334/Dopamine,2476,61,0.024636510500807753
MDEwOlJlcG9zaXRvcnkzMjc2NjI0NDY=,davidbombal/red-python-scripts,2032,50,0.024606299212598427
,umi-top/umi-top.github.io,5446,134,0.024605214836577304
MDEwOlJlcG9zaXRvcnkzNjYzMzM3MA==,awesome-selfhosted/awesome-selfhosted,150264,3690,0.024556780067081938
MDEwOlJlcG9zaXRvcnkxOTU3NzEzNg==,domlysz/BlenderGIS,6885,169,0.024546114742193172
MDEwOlJlcG9zaXRvcnkyMzU0Njg2NTc=,PipedreamHQ/pipedream,8911,218,0.024464145438222423
R_kgDOHMXyOQ,DGP-Studio/Snap.Hutao,3885,95,0.02445302445302445
MDEwOlJlcG9zaXRvcnkzODI3NTY4MDc=,TechXueXi/TechXueXi,6800,166,0.02441176470588235
MDEwOlJlcG9zaXRvcnkyODIzOTQ1NQ==,dotnet/AspNetCore.Docs,6559,160,0.024393962494282665
MDEwOlJlcG9zaXRvcnkyMjQ1NjQ0MA==,ppy/osu,12618,307,0.02433032176256142
MDEwOlJlcG9zaXRvcnk2NzcwMjE4NA==,topjohnwu/Magisk,40672,988,0.0242918961447679
MDEwOlJlcG9zaXRvcnkxOTYzNTM2NzM=,taosdata/TDengine,23795,578,0.024290817398613156
MDEwOlJlcG9zaXRvcnkyMzgzMTY0Mjg=,CSSEGISandData/COVID-19,31925,775,0.02427564604541895
MDEwOlJlcG9zaXRvcnkxMzcxODYzNjU=,CharlesPikachu/Games,4453,108,0.024253312373680665
R_kgDOIfyLQA,midudev/libros-programacion-gratis,2392,58,0.024247491638795988
MDEwOlJlcG9zaXRvcnkyMDM0Nzk0OTM=,kwwwvagaa/NetWinformControl,2269,55,0.024239753195240195
MDEwOlJlcG9zaXRvcnkyMjk3NjQ0NjU=,Asabeneh/30-Days-Of-JavaScript,41958,1017,0.02423852423852424
MDEwOlJlcG9zaXRvcnkxODYwMzY4NjU=,altstoreio/AltStore,2975,72,0.024201680672268907
R_kgDOLL2wmw,microsoft/Security-101,3472,84,0.024193548387096774
R_kgDOHd37vA,deezertidal/shadowrocket-rules,4594,111,0.02416195037004789
R_kgDOK5fYCg,openai/weak-to-strong,2484,60,0.024154589371980676
MDEwOlJlcG9zaXRvcnkxMTI5NTM2OTQ=,digitallyinduced/ihp,5093,123,0.024150795209110544
MDEwOlJlcG9zaXRvcnkxOTE5MDI4NjM=,Yin-Hongwei/music-website,5186,125,0.024103355187042035
MDEwOlJlcG9zaXRvcnkyNTQ4MzI3OTk=,Z4nzu/hackingtool,43882,1054,0.024018959938015588
,DGP-Studio/Snap.Genshin,2208,53,0.024003623188405796
MDEwOlJlcG9zaXRvcnkxNDkyMzMxOTE=,binbyu/Reader,3461,83,0.023981508234614275
R_kgDOJ-lOyQ,getumbrel/llama-gpt,10269,246,0.023955594507741748
MDEwOlJlcG9zaXRvcnkzMTE1MjU3OTg=,microsoft/Web-Dev-For-Beginners,85858,2053,0.023911574926040673
MDEwOlJlcG9zaXRvcnkxMTEzNTA5MjQ=,xiaowenxia/embedded-notes,2218,53,0.023895401262398558
R_kgDOL3sdrQ,linyiLYi/bilibot,2804,67,0.023894436519258204
MDEwOlJlcG9zaXRvcnkyOTAwOTE5NDg=,labmlai/annotated_deep_learning_paper_implementations,46734,1116,0.023879830530234947
MDEwOlJlcG9zaXRvcnkxODk2MjE2MDc=,github/docs,18805,449,0.023876628556235045
MDEwOlJlcG9zaXRvcnk2ODUzNDc0NQ==,goatcorp/FFXIVQuickLauncher,2557,61,0.023856081345326553
R_kgDOIkyrPw,K11MCH1/AdrenoToolsDrivers,2265,54,0.02384105960264901
MDEwOlJlcG9zaXRvcnk4NjE0MDY0NQ==,Jack-Cherish/Machine-Learning,7101,169,0.02379946486410365
R_kgDOJz5h2g,ChaoningZhang/MobileSAM,4461,106,0.02376148845550325
R_kgDOHoPqDw,PlayCover/PlayCover,7464,177,0.023713826366559485
MDEwOlJlcG9zaXRvcnkxMTc5NDg5NTM=,Atmosphere-NX/Atmosphere,11347,269,0.02370670661848947
R_kgDOGG0pbg,qnblackcat/uYouPlus,7174,170,0.023696682464454975
MDEwOlJlcG9zaXRvcnkyMjE3MjM4MTY=,WZMIAOMIAO/deep-learning-for-image-processing,21158,500,0.023631723225257587
MDEwOlJlcG9zaXRvcnkyNjM4MjE0Ng==,joelgrus/data-science-from-scratch,4910,116,0.023625254582484725
R_kgDOHtB-ow,TommyZihao/Train_Custom_Dataset,2796,66,0.023605150214592276
R_kgDOKIU9xg,hiteshchoudhary/chai-aur-react,6060,143,0.023597359735973596
R_kgDOHMLgSg,Moataz-Elmesmary/Data-Science-Roadmap,3011,71,0.023580205911657257
MDEwOlJlcG9zaXRvcnkyNjg2NzY4NTE=,Semporia/TikTok-Unlock,11081,260,0.023463586318924284
MDEwOlJlcG9zaXRvcnkxMDA3ODczNDI=,conwnet/wpa-dictionary,2688,63,0.0234375
MDEwOlJlcG9zaXRvcnkxMDk5MTY5NTQ=,gibbed/SteamAchievementManager,4527,106,0.023415065164568146
,I-S00N/I-S00N,3896,91,0.02335728952772074
MDEwOlJlcG9zaXRvcnkyODgxNzg5,geekcomputers/Python,21599,504,0.02333441363026066
R_kgDOHBpxRQ,"revanced/revanced-manager,ReVanced/revanced-manager",16421,383,0.023323792704463796
MDEwOlJlcG9zaXRvcnkxNTA2Mjg2OQ==,jestjs/jest,2661,62,0.023299511461856444
R_kgDOKC3g4w,liyupi/sql-mother,2964,69,0.02327935222672065
MDEwOlJlcG9zaXRvcnkzMjA1MjM2NDM=,andyzys/jd_seckill,2363,55,0.023275497249259414
R_kgDOHNSA4A,un-pany/v3-admin-vite,4453,103,0.023130473837862115
R_kgDOKDefTQ,hwanz/SSR-V2ray-Trojan,2469,57,0.023086269744835967
MDEwOlJlcG9zaXRvcnkzMjU1MTkxMDg=,zqjzqj/mtSecKill,3425,79,0.023065693430656935
R_kgDOIq7ZFw,AzeemIdrisi/PhoneSploit-Pro,4466,103,0.023063143752798925
R_kgDOJygEMA,Stability-AI/generative-models,22498,517,0.022979820428482532
MDEwOlJlcG9zaXRvcnkxMjAzOTUxNzY=,alibaba/easyexcel,25456,584,0.02294154619736015
MDEwOlJlcG9zaXRvcnkxNjY1MDQ4NDM=,ForrestKnight/open-source-cs,11182,256,0.022893936683956357
R_kgDOK5-oNw,Nukem9/dlssg-to-fsr3,3713,85,0.022892539725289523
,tachiyomiorg/tachiyomi-extensions,2273,52,0.02287725472943247
MDEwOlJlcG9zaXRvcnk1MTYzOTIyOQ==,limboemu/limbo,2187,50,0.022862368541380886
R_kgDOKL5O3A,babalae/better-genshin-impact,3412,78,0.022860492379835874
MDEwOlJlcG9zaXRvcnkxMDU0NzM1Mzc=,"BetterDiscord/BetterDiscord,rauenzi/BetterDiscordApp",7754,177,0.02282692803714212
MDEwOlJlcG9zaXRvcnkzNzQyMjc3Mjc=,"peng-zhihui/XUAN-Bike,peng-zhihui/XUAN",5963,136,0.022807311755827602
MDEwOlJlcG9zaXRvcnkzNDkzMjEyMjk=,TencentARC/GFPGAN,35101,800,0.022791373465143445
MDEwOlJlcG9zaXRvcnk2NzYzNTg3,PrestaShop/PrestaShop,5048,115,0.022781299524564185
MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,freeCodeCamp/freeCodeCamp,110358,2513,0.02277134417078961
MDEwOlJlcG9zaXRvcnk4Mzc5OTQzOQ==,LawnchairLauncher/lawnchair,5535,126,0.022764227642276424
R_kgDOIcVMrg,Mr-Wiseguy/N64Recomp,4703,107,0.022751435254093132
MDEwOlJlcG9zaXRvcnkxODM4NjczOTQ=,stellarkey/912_project,2551,58,0.022736181889455115
MDEwOlJlcG9zaXRvcnkxNzcyMDQ5Ng==,goinaction/code,2202,50,0.022706630336058128
MDEwOlJlcG9zaXRvcnkyNDYxODM1Mzg=,TCM-Course-Resources/Practical-Ethical-Hacking-Resources,4197,95,0.022635215630212056
MDEwOlJlcG9zaXRvcnkyNjg3ODY1NTM=,SudhanPlayz/Discord-MusicBot,3358,76,0.022632519356759976
R_kgDOGOVk2w,VirgilClyne/iRingo,8087,183,0.022628910597254852
MDEwOlJlcG9zaXRvcnkxOTcxNTM2NzY=,Chia-Network/chia-blockchain,12067,273,0.022623684428606943
R_kgDOKkqx3g,plandex-ai/plandex,9327,211,0.02262249383510239
MDEwOlJlcG9zaXRvcnk5MjI0MTUwMg==,P1xt/p1xt-guides,3053,69,0.02260072060268588
MDEwOlJlcG9zaXRvcnkxNTc2MTY4ODA=,iptv-org/iptv,82263,1859,0.022598251948020374
MDEwOlJlcG9zaXRvcnk3OTE2MDM1Nw==,citizenfx/fivem,2877,65,0.02259297879735836
MDEwOlJlcG9zaXRvcnkxNjI5OTg0Nzk=,sherlock-project/sherlock,49846,1126,0.02258957589375276
R_kgDOHx7org,CjangCjengh/MoeGoe,2264,51,0.022526501766784453
MDEwOlJlcG9zaXRvcnkyOTYwNjE0OTI=,zhengnianli/EmbedSummary,2532,57,0.022511848341232227
MDEwOlJlcG9zaXRvcnk1NDU0NDAyMw==,Alvin9999/new-pac,43458,978,0.022504487090984397
MDEwOlJlcG9zaXRvcnkxMTg4MjA2Nzc=,wilfredinni/python-cheatsheet,3466,78,0.022504327755337564
MDEwOlJlcG9zaXRvcnkyNDk3Njc1NQ==,hankcs/HanLP,20629,464,0.022492607494304134
MDEwOlJlcG9zaXRvcnkzNzY1OTc2ODA=,openRunner/clash-freenode,2313,52,0.02248162559446606
MDEwOlJlcG9zaXRvcnk0Mzg3NzU1OA==,lijin-THU/notes-python,2403,54,0.02247191011235955
MDEwOlJlcG9zaXRvcnkyNjUyMzc5Njg=,nining377/dolby_beta,3917,88,0.022466173091651775
MDEwOlJlcG9zaXRvcnkxMjg1NjUzNjY=,iamadamdev/bypass-paywalls-firefox,3118,70,0.02245028864656831
MDEwOlJlcG9zaXRvcnkzOTUwNzU5OTI=,"amd64fox/SpotX,SpotX-Official/SpotX",10307,231,0.022411953041622197
MDEwOlJlcG9zaXRvcnk1OTk1Nzk1NQ==,amueller/introduction_to_ml_with_python,4198,94,0.022391615054787994
MDEwOlJlcG9zaXRvcnkzMjIzMTIwNw==,endless-sky/endless-sky,3665,82,0.02237380627557981
MDEwOlJlcG9zaXRvcnkxOTc1MTU4Mzg=,shengcaishizhan/kkndme_tianya,13593,304,0.022364452291620686
MDEwOlJlcG9zaXRvcnkxOTExMjA5MQ==,vanhauser-thc/thc-hydra,6712,150,0.02234803337306317
R_kgDOHi_M8g,CatVodTVOfficial/TVBoxOSC,8323,186,0.022347711161840682
MDEwOlJlcG9zaXRvcnk2NTg4OTI3Mg==,LandGrey/pydictor,2462,55,0.022339561332250204
R_kgDOLhdsRA,xai-org/grok-1,45719,1021,0.022332072005074477
MDEwOlJlcG9zaXRvcnkzOTE4Mjc1NQ==,glpi-project/glpi,2873,64,0.022276366167768884
R_kgDOL1ZNzg,TheOfficialFloW/PPPwn,2248,50,0.02224199288256228
MDEwOlJlcG9zaXRvcnk2MDAxMDY3Mw==,elementor/elementor,4596,102,0.022193211488250653
MDEwOlJlcG9zaXRvcnkyOTIxOTI0Mw==,bannedbook/fanqiang,29972,664,0.022154010409715735
MDEwOlJlcG9zaXRvcnkyNTIyNDg0NTY=,jackfrued/Python-Core-50-Courses,11110,246,0.02214221422142214
MDEwOlJlcG9zaXRvcnkxMDA3MTE5Nzg=,btcpayserver/btcpayserver,5516,122,0.022117476432197244
MDEwOlJlcG9zaXRvcnkyNjA0MDUyMjg=,NiuTrans/MTBook,2943,65,0.022086306489976216
MDEwOlJlcG9zaXRvcnkzNDUyNjg4NA==,ant-design/ant-design,97691,2156,0.022069586758247946
MDEwOlJlcG9zaXRvcnkzOTczMzQxNDk=,TGX-Android/Telegram-X,3181,70,0.022005658597925182
R_kgDOGQ4RPA,adrianhajdin/project_modern_ui_ux_gpt3,4013,88,0.02192873162222776
MDEwOlJlcG9zaXRvcnkzODk1MDQzMTY=,pointfeev/CreamInstaller,3199,70,0.02188183807439825
MDEwOlJlcG9zaXRvcnkyMjgxNjIyNzg=,yujincheng08/BiliRoaming,9005,197,0.021876735147140478
MDEwOlJlcG9zaXRvcnkzNzUyMjc4MzY=,zzanehip/The-OldOS-Project,3158,69,0.021849271690943636
R_kgDOJc1_Sg,"AntonOsika/gpt-engineer,gpt-engineer-org/gpt-engineer",49319,1077,0.021837425738559176
R_kgDOJihKdQ,HolographicWings/TOTK-Mods-collection,2384,52,0.02181208053691275
R_kgDOHVNmpg,RogueMaster/flipperzero-firmware-wPlugins,4906,107,0.021810028536485934
MDEwOlJlcG9zaXRvcnkxMjQ2NzgyMDQ=,aircrack-ng/aircrack-ng,4178,91,0.021780756342747728
MDEwOlJlcG9zaXRvcnkxOTQxNTA2NA==,ossu/computer-science,127685,2775,0.021733171476680895
MDEwOlJlcG9zaXRvcnkxMDM3NjYxNTI=,github/explore,3594,78,0.021702838063439065
MDEwOlJlcG9zaXRvcnk5MTkxNjE=,arduino/Arduino,5765,125,0.02168256721595837
MDEwOlJlcG9zaXRvcnkzOTE3NDA2NjQ=,open-metadata/OpenMetadata,4659,101,0.021678471775059025
R_kgDOJscMYQ,3Kmfi6HP/EDtunnel,6092,132,0.021667760998030205
MDEwOlJlcG9zaXRvcnkzODU3NDU5NjU=,hak5/usbrubberducky-payloads,3568,77,0.021580717488789238
R_kgDOGU5aoQ,anaer/Sub,3153,68,0.02156676181414526
MDEwOlJlcG9zaXRvcnkxMjM4MDc3Mjk=,jaakkopasanen/AutoEq,12011,259,0.021563566730497044
R_kgDOI64-jQ,iam-veeramalla/Docker-Zero-to-Hero,2973,64,0.021527077026572486
MDEwOlJlcG9zaXRvcnkxODUzODkwNzA=,Xovee/uestc-course,2419,52,0.02149648615130219
MDEwOlJlcG9zaXRvcnkxMjE4NzYzNTE=,Authenticator-Extension/Authenticator,2653,57,0.02148511119487373
MDEwOlJlcG9zaXRvcnkyOTk2NDQ3NzM=,EssayKillerBrain/EssayKiller_V2,5175,111,0.021449275362318842
MDEwOlJlcG9zaXRvcnk0OTYwOTU4MQ==,PowerShell/PowerShell,33638,721,0.021434092395505082
MDEwOlJlcG9zaXRvcnkyMDQzNjc4MzM=,lay295/TwitchDownloader,2473,53,0.021431459765467044
MDEwOlJlcG9zaXRvcnk4NTA2Nzg2MA==,easy-swoole/easyswoole,3127,67,0.021426287176207228
MDEwOlJlcG9zaXRvcnkxMzgyNDUwMTg=,iamseancheney/python_for_data_analysis_2nd_chinese_version,6817,146,0.021417045621241016
MDEwOlJlcG9zaXRvcnkyMDYyNTQ3OTI=,roldanjr/pomatez,2523,54,0.02140309155766944
R_kgDOIFQnug,HIllya51/LunaTranslator,3739,80,0.021396095212623697
MDEwOlJlcG9zaXRvcnkyNTY3ODk4NDk=,jonkrohn/ML-foundations,3090,66,0.021359223300970873
MDEwOlJlcG9zaXRvcnkyODQwMDgwODc=,cloudcommunity/Free-Certifications,23099,493,0.02134291527771765
R_kgDOLEzKcw,RVC-Boss/GPT-SoVITS,27001,576,0.02133254323913929
MDEwOlJlcG9zaXRvcnkxNjM1MjczNTg=,coronalabs/corona,2439,52,0.02132021320213202
R_kgDOLpMDqQ,zk-Call/zkp-hmac-communication-cpp,2689,57,0.021197471178876905
MDEwOlJlcG9zaXRvcnkzMDUyNDgzOTg=,peng-zhihui/HDMI-PI,5758,122,0.021187912469607502
MDEwOlJlcG9zaXRvcnk3MTkwOTg2,shadowsocks/shadowsocks-android,13889,294,0.021167830657354742
R_kgDOJ15Eog,microsoft/promptflow,8316,176,0.021164021164021163
MDEwOlJlcG9zaXRvcnk4ODAxMTkwOA==,"practical-tutorials/project-based-learning,tuvtran/project-based-learning",158578,3353,0.021144168800211884
R_kgDOJPu3QA,pagefaultgames/pokerogue,3693,78,0.021121039805036556
MDEwOlJlcG9zaXRvcnkxMDMwODQxNjY=,accurics/terrascan,2560,54,0.02109375
MDEwOlJlcG9zaXRvcnkzMDIwNTA1MzI=,inovua/reactdatagrid,3607,76,0.021070141391738288
MDEwOlJlcG9zaXRvcnkyODMxMjk1NQ==,home-assistant/home-assistant.io,4083,86,0.021062943913788882
MDEwOlJlcG9zaXRvcnkyNDY1MDkwNzM=,PaddlePaddle/PaddleX,4420,93,0.021040723981900454
R_kgDOJtVdAQ,NanmiCoder/MediaCrawler,14831,312,0.02103701705886319
R_kgDOJPtzfg,xcanwin/KeepChatGPT,13787,290,0.021034307681148907
MDEwOlJlcG9zaXRvcnkzMzY1MjM1Nzc=,mrcodedev/frontend-developer-resources,3186,67,0.02102950408035154
MDEwOlJlcG9zaXRvcnkxMjg3NTU3MDc=,yaronzz/Tidal-Media-Downloader,3390,71,0.02094395280235988
MDEwOlJlcG9zaXRvcnkxODExOTA1MTE=,PetalsOnaWet/lizhi,2964,62,0.020917678812415654
MDEwOlJlcG9zaXRvcnkxODY3MzMwOTU=,2dust/v2rayNG,32683,683,0.02089771440810207
R_kgDOJ9PZqA,pathwaycom/llm-app,3254,68,0.02089735709895513
MDEwOlJlcG9zaXRvcnkxNDA5OTM3OTc=,zhanwen/MathModel,7090,148,0.020874471086036673
MDEwOlJlcG9zaXRvcnkxNTcyOTM4ODc=,VoronDesign/Voron-2,3593,75,0.020873921514055108
MDEwOlJlcG9zaXRvcnkxMjg1NjU5Mzc=,iamadamdev/bypass-paywalls-chrome,46888,978,0.02085821532161747
MDEwOlJlcG9zaXRvcnkxODQ2NjA2NzY=,mrpond/BlockTheSpot,10120,211,0.020849802371541503
MDEwOlJlcG9zaXRvcnkzMzM0MjE5OTY=,"therealsreehari/Learn-Datascience-For-Free,therealsreehari/Learn-Data-Science-For-Free",5566,116,0.02084081925979159
MDEwOlJlcG9zaXRvcnkzMjIwMDcwMjc=,WXRIW/Lyricify-App,3839,80,0.02083876009377442
R_kgDOJzpfhw,0xpayne/gpt-migrate,6097,127,0.020829916352304412
R_kgDOIj6G7A,f/awesome-chatgpt-prompts,101948,2122,0.020814532899125045
MDEwOlJlcG9zaXRvcnkyODM4NjcyOTM=,nickmccullum/algorithmic-trading-python,2403,50,0.020807324178110695
R_kgDOGOQUjw,arthurspk/guiadevbrasil,11872,247,0.020805256064690025
R_kgDOMCnLrQ,LadybirdBrowser/ladybird,2889,60,0.020768431983385256
MDEwOlJlcG9zaXRvcnkyOTAxMzU0NTI=,w37fhy/QuantumultX,5730,119,0.020767888307155324
MDEwOlJlcG9zaXRvcnk1MzQxNjU1NQ==,mdn/learning-area,5502,114,0.020719738276990186
MDEwOlJlcG9zaXRvcnk0MjQxNzUx,Mebus/cupp,3524,73,0.020715096481271282
R_kgDOGwUC4w,cinit/QAuxiliary,3574,74,0.020705092333519866
MDEwOlJlcG9zaXRvcnk5MDQzOTY2MQ==,DS-Homebrew/TWiLightMenu,2706,56,0.020694752402069475
MDEwOlJlcG9zaXRvcnkyOTkwNTQ5MjI=,alpkeskin/mosint,3915,81,0.020689655172413793
R_kgDOKFVBpg,lllyasviel/Fooocus,35575,736,0.02068868587491216
R_kgDOKzqx0w,microsoft/Mastering-GitHub-Copilot-for-Paired-Programming,4311,89,0.020644861980978892
MDEwOlJlcG9zaXRvcnkxNzgyOTQ4MQ==,fivethirtyeight/data,5329,110,0.020641771439294427
MDEwOlJlcG9zaXRvcnk3ODI4MTA3NQ==,SpacehuhnTech/esp8266_deauther,6995,144,0.02058613295210865
MDEwOlJlcG9zaXRvcnkyMTA1NDk2NjA=,AnkerLeng/Cpp-0-1-Resource,3256,67,0.020577395577395578
R_kgDOI-cJyQ,binjie09/chatgpt-web,4425,91,0.02056497175141243
MDEwOlJlcG9zaXRvcnkzNjIzOTQ4Mzc=,vechain/grant-program,2585,53,0.020502901353965184
R_kgDOKGq6Fg,"opentffoundation/manifesto,opentofu/manifesto",34848,714,0.020488980716253442
R_kgDOKEDPAQ,ProfSynapse/Synapse_CoR,2786,57,0.020459440057430008
MDEwOlJlcG9zaXRvcnkyMjAwODU2,MarlinFirmware/Marlin,11587,237,0.020453957020799173
MDEwOlJlcG9zaXRvcnkyMzg5MTE5NA==,Azure/azure-powershell,2791,57,0.02042278753135077
MDEwOlJlcG9zaXRvcnkxMTkxMTEzNjQ=,Vita3K/Vita3K,3048,62,0.020341207349081365
MDEwOlJlcG9zaXRvcnkzNjYzOTQ2MA==,programthink/books,13884,282,0.02031114952463267
R_kgDOIf6gTg,Gozargah/Marzban,2610,53,0.020306513409961684
MDEwOlJlcG9zaXRvcnk1Mjg4MjcwMQ==,prusa3d/PrusaSlicer,6215,126,0.020273531777956558
MDEwOlJlcG9zaXRvcnkzMzM1NTgyNQ==,twostraws/HackingWithSwift,3405,69,0.02026431718061674
MDEwOlJlcG9zaXRvcnkzNjU0NTA3MzQ=,lanceliao/china-holiday-calender,5431,110,0.020254096851408582
R_kgDOLUKUVg,WongKinYiu/yolov9,8151,165,0.020242914979757085
R_kgDOIdXGtQ,alibaba/Chat2DB,8365,169,0.02020322773460849
MDEwOlJlcG9zaXRvcnkyODg0MTEx,magento/magento2,4706,95,0.020186995325116874
MDEwOlJlcG9zaXRvcnk1NzQ2MTIxMw==,runelite/runelite,2778,56,0.020158387329013677
MDEwOlJlcG9zaXRvcnkyNzM4Mzk1MzA=,Python-World/python-mini-projects,14518,292,0.020112963218074115
MDEwOlJlcG9zaXRvcnk0ODI2Njc3Mw==,lockfale/OSINT-Framework,5929,119,0.020070838252656435
R_kgDOKFlNfA,phoboslab/wipeout-rewrite,2591,52,0.020069471246622925
R_kgDOLbnRvw,PabloMK7/citra,2845,57,0.020035149384885764
MDEwOlJlcG9zaXRvcnkxMjU0NTUwNDc=,Alfred1984/interesting-python,3046,61,0.020026263952724884
MDEwOlJlcG9zaXRvcnkyMzMzMDYyNDE=,matt8707/hass-config,4650,93,0.02
R_kgDOLAgryw,danielmiessler/fabric,17182,343,0.019962751716913047
R_kgDOI-FneA,matter-labs/zksync-era,3106,62,0.019961365099806824
R_kgDOLMN7ww,FujiwaraChoki/MoneyPrinter,9635,192,0.01992734820965231
R_kgDOHN2y7A,Gioman101/FlipperAmiibo,2664,53,0.019894894894894894
MDEwOlJlcG9zaXRvcnkxMzAwMTky,octocat/Spoon-Knife,3772,75,0.019883351007423118
R_kgDOHJNNTw,shidahuilang/shuyuan,4578,91,0.019877675840978593
MDEwOlJlcG9zaXRvcnkzODg5NzEyOTg=,ermaozi/get_subscribe,6697,133,0.01985963864416903
MDEwOlJlcG9zaXRvcnkzMjAwNjg4NzE=,thecodeholic/php-developer-roadmap,3579,71,0.019837943559653536
MDEwOlJlcG9zaXRvcnkxNTkyMDI3Mw==,supertuxkart/stk-code,2824,56,0.019830028328611898
MDEwOlJlcG9zaXRvcnkxMTI1MDcwODY=,"30-seconds/30-seconds-of-code,Chalarangelo/30-seconds-of-code",80736,1600,0.019817677368212445
MDEwOlJlcG9zaXRvcnkxMTQxMDI=,grbl/grbl,2530,50,0.019762845849802372
MDEwOlJlcG9zaXRvcnkzOTA1NDkzMTE=,Moriafly/SaltPlayerSource,3494,69,0.01974813966800229
R_kgDOIe4wuw,cuifengcn/TAICHI-flet,2790,55,0.01971326164874552
MDEwOlJlcG9zaXRvcnkyODk3MTAzMDI=,ForrestKnight/open-source-cs-python,4065,80,0.01968019680196802
R_kgDOL_gZKg,THU-MIG/yolov10,7610,149,0.019579500657030225
MDEwOlJlcG9zaXRvcnk4NTAzOTk2NQ==,litmuschaos/litmus,4035,79,0.019578686493184633
R_kgDOK3Aozg,modelscope/DiffSynth-Studio,4394,86,0.01957214383249886
R_kgDOIW1w5w,ddgksf2013/ddgksf2013,6250,122,0.01952
R_kgDOIkq04Q,RockChinQ/QChatGPT,3998,78,0.01950975487743872
MDEwOlJlcG9zaXRvcnk0MDgwODM5NDI=,ophub/amlogic-s9xxx-armbian,5241,102,0.019461934745277618
R_kgDOJjyU3Q,LmeSzinc/StarRailCopilot,2621,51,0.019458222052651658
R_kgDOL9Quew,Codium-ai/cover-agent,3758,73,0.019425226184140502
R_kgDOJihq1Q,TransformerOptimus/SuperAGI,13989,271,0.019372364000285937
MDEwOlJlcG9zaXRvcnkxOTQzOA==,tidyverse/ggplot2,2844,55,0.019338959212376935
R_kgDOH3JoLw,AUTOMATIC1111/stable-diffusion-webui,130124,2515,0.019327718176508562
MDEwOlJlcG9zaXRvcnkxNDY3NTc5MzI=,hq450/fancyss_history_package,8755,169,0.0193032552826956
MDEwOlJlcG9zaXRvcnkyNDYwNzk5Mjk=,owid/covid-19-data,5964,115,0.019282360831656607
R_kgDOJHSNSQ,LiLittleCat/awesome-free-chatgpt,16447,316,0.01921323037636043
R_kgDOGvX51Q,ClemensElflein/OpenMower,4372,84,0.0192131747483989
MDEwOlJlcG9zaXRvcnk2ODY3NTI5Mw==,jishenghua/jshERP,3074,59,0.019193233571893297
MDEwOlJlcG9zaXRvcnkxNzU5MDgwMjk=,Jays2Kings/tachiyomiJ2K,4431,85,0.019183028661701646
R_kgDOJoiDfg,s0md3v/roop,24326,465,0.019115349831456054
MDEwOlJlcG9zaXRvcnk3ODI0MDg5Nw==,CoreyMSchafer/code_snippets,8953,171,0.019099743102870548
MDEwOlJlcG9zaXRvcnkzMzg5OTQwNDY=,biuuu/genshin-wish-export,3252,62,0.019065190651906518
MDEwOlJlcG9zaXRvcnkzMjY4MjYwMjM=,QuestPDF/QuestPDF,10362,197,0.019011773788843854
MDEwOlJlcG9zaXRvcnk4ODYzODE4OA==,arismelachroinos/lscript,2630,50,0.019011406844106463
MDEwOlJlcG9zaXRvcnkxMTgxOTI3,bitcoin/bitcoin,43775,830,0.01896059394631639
R_kgDOJ1nV0g,agefanscom/website,5283,100,0.01892863903085368
MDEwOlJlcG9zaXRvcnkzMDc4OTQ4NjU=,alibaba/GraphScope,3125,59,0.01888
MDEwOlJlcG9zaXRvcnk5ODU0MDkyNA==,shadowsocksrr/shadowsocksr-android,4876,92,0.018867924528301886
R_kgDOJHqFBA,202252197/ChatGPT_JCM,2864,54,0.018854748603351956
MDEwOlJlcG9zaXRvcnkyNjQ5MjE0,arangodb/arangodb,5800,109,0.018793103448275863
MDEwOlJlcG9zaXRvcnkxMjY4OTczODU=,DeepLabCut/DeepLabCut,2928,55,0.01878415300546448
MDEwOlJlcG9zaXRvcnkxMjE4NTk3Mzc=,ThoughtfulDev/EagleEye,3251,61,0.01876345739772378
MDEwOlJlcG9zaXRvcnkzNTcyMjk2NDI=,openai/grok,4479,84,0.018754186202277295
MDEwOlJlcG9zaXRvcnkxMTI5MDEw,blueimp/jQuery-File-Upload,2777,52,0.018725243068059057
MDEwOlJlcG9zaXRvcnkxMTE4MzA1NDQ=,phhusson/treble_experimentations,2938,55,0.018720217835262083
R_kgDOHEaR0g,lstprjct/IDM-Activation-Script,7822,146,0.01866530299156226
MDEwOlJlcG9zaXRvcnkyNjgzNTA2ODE=,Rem0o/FanControl.Releases,12912,241,0.018664807930607187
MDEwOlJlcG9zaXRvcnk4OTgyMjUzMQ==,Anuken/Mindustry,23070,430,0.018638925010836586
R_kgDOJuY2VA,Snoopy1866/LiTiaotiao-Custom-Rules,10328,192,0.018590240123934933
