repo_id,repo_names,n_stars,n_stars_low_activity,p_stars_low_activity
MDEwOlJlcG9zaXRvcnkzNzIxMjI0,nolimits4web/swiper,20282,166,0.008184597179765309
R_kgDOK5JDyw,apernet/OpenGFW,8800,72,0.008181818181818182
,b3log/baidu-netdisk-downloaderx,13704,112,0.008172796263864565
MDEwOlJlcG9zaXRvcnkxMzg4Mzk5Nzk=,scutan90/DeepLearning-500-questions,30103,246,0.008171942995714714
MDEwOlJlcG9zaXRvcnkxNTc1MDk1ODM=,mahmoud/awesome-python-applications,8693,71,0.008167491084780858
MDEwOlJlcG9zaXRvcnk4MjA1NjAy,mybatis/mybatis-3,9675,79,0.008165374677002584
MDEwOlJlcG9zaXRvcnkxNTc4MTMxODA=,microsoft/ai-edu,13107,107,0.008163576714732586
R_kgDOKf-eLA,ZachGoldberg/Startup-CTO-Handbook,9564,78,0.008155583437892095
MDEwOlJlcG9zaXRvcnk3MjkwNzI1Mw==,ityouknow/spring-boot-examples,15723,128,0.008140940024168417
MDEwOlJlcG9zaXRvcnkzMzAxNDgxMQ==,notepad-plus-plus/notepad-plus-plus,16215,132,0.008140610545790935
MDEwOlJlcG9zaXRvcnkzODM4MDg1NA==,dnSpy/dnSpy,10704,87,0.008127802690582959
MDEwOlJlcG9zaXRvcnkyNDAzMTUwNDY=,jina-ai/jina,21258,172,0.008091071596575407
MDEwOlJlcG9zaXRvcnkyNTYxNTgy,animate-css/animate.css,16809,136,0.008090903682551014
MDEwOlJlcG9zaXRvcnkxMjA1MzgzMDQ=,kelseyhightower/nocode,33544,271,0.008078941092296685
MDEwOlJlcG9zaXRvcnkzMzg3MTk5NjI=,KRTirtho/spotube,26371,213,0.00807705433999469
MDEwOlJlcG9zaXRvcnk3NzMyNjYwNw==,misskey-dev/misskey,8057,65,0.00806751892764056
MDEwOlJlcG9zaXRvcnkxOTU0MDg2NDA=,NLP-LOVE/ML-NLP,15624,126,0.008064516129032258
MDEwOlJlcG9zaXRvcnkyNjc4NDgyNw==,dotnet/core,11163,90,0.00806234883095942
MDEwOlJlcG9zaXRvcnk2NDcwMDkzNA==,OpenZeppelin/openzeppelin-contracts,17747,143,0.008057699892939653
MDEwOlJlcG9zaXRvcnkxNTc3NjAxMg==,ytisf/theZoo,6704,54,0.008054892601431982
MDEwOlJlcG9zaXRvcnkyNzczNzM5Mw==,qmk/qmk_firmware,13206,106,0.008026654550961684
R_kgDOHvghIw,upscayl/upscayl,25956,208,0.008013561411619664
R_kgDOKkt57w,ashishps1/awesome-system-design-resources,12747,102,0.008001882795951988
MDEwOlJlcG9zaXRvcnkyMDQxNjQzNTM=,kestra-io/kestra,6875,55,0.008
MDEwOlJlcG9zaXRvcnkzMzE5MDQw,id-Software/DOOM,9258,74,0.007993087059840137
MDEwOlJlcG9zaXRvcnkyMDE1NzAyMTk=,responsively-org/responsively-app,15660,125,0.007982120051085569
MDEwOlJlcG9zaXRvcnkxMjA4ODc4MzU=,huihut/interview,29074,232,0.007979638164683223
MDEwOlJlcG9zaXRvcnk4NzUyMDAwMw==,iGhibli/iOS-DeviceSupport,6650,53,0.007969924812030075
R_kgDOI4EVGQ,gitbutlerapp/gitbutler,10921,87,0.00796630345206483
R_kgDOLokaUg,princeton-nlp/SWE-agent,11050,88,0.007963800904977376
R_kgDOGlbnpA,MichaelCade/90DaysOfDevOps,25747,205,0.007962092670990795
MDEwOlJlcG9zaXRvcnkyNTEzODM1NTM=,electronicarts/CnC_Remastered_Collection,19024,151,0.007937342304457527
MDEwOlJlcG9zaXRvcnkyMDkzNjYyODQ=,wbt5/real-url,7569,60,0.007927070947284977
MDEwOlJlcG9zaXRvcnkxNDkwMDEzNjU=,doocs/leetcode,29788,236,0.007922653417483551
MDEwOlJlcG9zaXRvcnk2NDc1MzA0Mw==,Perfare/AssetStudio,10125,80,0.007901234567901235
MDEwOlJlcG9zaXRvcnkxNzQ4ODgwNDU=,andkret/Cookbook,12041,95,0.007889710156963707
MDEwOlJlcG9zaXRvcnkxMjg3OTY5MjA=,Mikoto10032/DeepLearning,12805,101,0.007887543928153065
R_kgDOJFL2oQ,"yetone/openai-translator,openai-translator/openai-translator",22585,178,0.00788133717068851
MDEwOlJlcG9zaXRvcnk3NTMwNTcw,appium/appium,9394,74,0.007877368533106239
MDEwOlJlcG9zaXRvcnkxMzI3NTA3MjQ=,"danistefanovic/build-your-own-x,codecrafters-io/build-your-own-x",237444,1870,0.007875541180236182
MDEwOlJlcG9zaXRvcnkyMTc5NDMzNjE=,doocs/source-code-hunter,20467,161,0.007866321395417012
R_kgDOITROHQ,pynecone-io/pynecone,9030,71,0.007862679955703212
MDEwOlJlcG9zaXRvcnkyMjQzNjIxNTE=,Hunlongyu/ZY-Player,11584,91,0.007855662983425415
MDEwOlJlcG9zaXRvcnkyMjIxODMwNzQ=,jackzhenguo/python-small-examples,8320,65,0.0078125
MDEwOlJlcG9zaXRvcnk5MzM1NDI2MA==,lllyasviel/style2paints,8963,70,0.007809885083119491
MDEwOlJlcG9zaXRvcnkyNDkzNDIwNTk=,chuzhixin/vue-admin-beautiful,9610,75,0.007804370447450572
R_kgDOGStmJA,hpcaitech/ColossalAI,36905,288,0.0078038206205121256
R_kgDOKdoaeQ,microsoft/inshellisense,8096,63,0.007781620553359684
MDEwOlJlcG9zaXRvcnk0NjYyOTMwNQ==,NARKOZ/hacker-scripts,13752,107,0.007780686445607912
MDEwOlJlcG9zaXRvcnkxMDI1MjMzMDQ=,fchollet/deep-learning-with-python-notebooks,11314,88,0.007777974191267456
MDEwOlJlcG9zaXRvcnkxMDM5NTMwNTk=,mbeaudru/modern-js-cheatsheet,7597,59,0.007766223509279979
MDEwOlJlcG9zaXRvcnkxMjY1NzM2Njg=,Vay-keen/Machine-learning-learning-notes,7084,55,0.007763975155279503
MDEwOlJlcG9zaXRvcnk3NjM0Njc3,openssl/openssl,15343,119,0.007755979925699016
MDEwOlJlcG9zaXRvcnkzMzc5MTc0Mw==,x64dbg/x64dbg,12121,94,0.0077551357148750106
MDEwOlJlcG9zaXRvcnkyODA1Njc1Nzk=,NaiboWang/EasySpider,26177,203,0.00775489933911449
MDEwOlJlcG9zaXRvcnkxOTg0NDE2MTE=,ricklamers/gridstudio,9428,73,0.007742893508697497
MDEwOlJlcG9zaXRvcnk1MzEyNzQwMw==,"apolloconfig/apollo,ctripcorp/apollo",15504,120,0.007739938080495356
MDEwOlJlcG9zaXRvcnkzMTQ5MjQ5MA==,NativeScript/NativeScript,8143,63,0.007736706373572394
MDEwOlJlcG9zaXRvcnkxNjI3ODMxOTU=,datawhalechina/pumpkin-book,17507,135,0.007711201233792197
MDEwOlJlcG9zaXRvcnkzNjUwMg==,git/git,26216,202,0.007705218187366494
MDEwOlJlcG9zaXRvcnkyMTM0NjAyODU=,jasontaylordev/CleanArchitecture,15185,117,0.007704972011853803
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,openai/jukebox,7791,60,0.007701193685021178
MDEwOlJlcG9zaXRvcnk1NDM0Njc5OQ==,public-apis/public-apis,242374,1866,0.007698845585747646
R_kgDOLhta_g,wandb/openui,15718,121,0.007698180430080163
MDEwOlJlcG9zaXRvcnk2OTY3MzAzMw==,ardalis/CleanArchitecture,13133,101,0.007690550521586842
MDEwOlJlcG9zaXRvcnk1ODgzNjUzNA==,algorithm-visualizer/algorithm-visualizer,27374,210,0.007671513114634324
MDEwOlJlcG9zaXRvcnkxMzYyNDkw,psf/requests,15386,118,0.007669309762121409
MDEwOlJlcG9zaXRvcnkyNzUxOTExNDM=,PanDownloadServer/Server,9912,76,0.007667473769168685
MDEwOlJlcG9zaXRvcnkxMjg2MzY2MTA=,Koenkk/zigbee2mqtt,9141,70,0.00765780549174051
MDEwOlJlcG9zaXRvcnkxNjQxNDA3NTY=,files-community/Files,32519,249,0.00765706202527753
R_kgDOG-3nPA,openai/openai-cookbook,54359,416,0.007652826578855387
MDEwOlJlcG9zaXRvcnkyMzYxMDg1NzQ=,wuhan2020/wuhan2020,6928,53,0.007650115473441108
MDEwOlJlcG9zaXRvcnkyMzczNjQ0OQ==,VincentGarreau/particles.js,10597,81,0.007643672737567236
MDEwOlJlcG9zaXRvcnk0NDE1MDQ5Nw==,remoteintech/remote-jobs,21067,161,0.007642284141073717
MDEwOlJlcG9zaXRvcnkxMDIwNTc0ODM=,deepinsight/insightface,18202,139,0.007636523458960554
MDEwOlJlcG9zaXRvcnk2NDU1ODE0Mw==,Blankj/AndroidUtilCode,11003,84,0.0076342815595746615
MDEwOlJlcG9zaXRvcnkxOTg3MjQ1Ng==,remix-run/react-router,10092,77,0.007629805786761792
MDEwOlJlcG9zaXRvcnk2ODU5MjgwOQ==,chokcoco/iCSS,13248,101,0.007623792270531401
MDEwOlJlcG9zaXRvcnkxMjc0MDc5NTc=,azl397985856/leetcode,45133,344,0.007621917443998848
MDEwOlJlcG9zaXRvcnkzMzUxODcx,qbittorrent/qBittorrent,20609,157,0.007618030957348731
MDEwOlJlcG9zaXRvcnkzMzA5MTQ3MTc=,unifyai/ivy,13789,105,0.00761476539270433
R_kgDOH9k83g,carson-katri/dream-textures,7374,56,0.007594250067805804
MDEwOlJlcG9zaXRvcnkxMDU5MTk4MDM=,facebookresearch/Detectron,7244,55,0.0075924903368304805
MDEwOlJlcG9zaXRvcnkzMTk3NTg5NjQ=,rocky-linux/rocky,8694,66,0.00759144237405107
R_kgDOKdCo3g,apple/ml-ferret,8045,61,0.007582349285270355
MDEwOlJlcG9zaXRvcnk5ODc3MTExMA==,zhongyang219/TrafficMonitor,29067,220,0.007568720542195617
MDEwOlJlcG9zaXRvcnk4Mzg0NDcyMA==,ageitgey/face_recognition,29734,225,0.007567094908185915
MDEwOlJlcG9zaXRvcnkxNDA5ODEyMQ==,aosabook/500lines,8857,67,0.007564638139324828
R_kgDOKlQq4Q,THUDM/ChatGLM3,12562,95,0.007562490049355199
R_kgDOGgYitg,libre-tube/LibreTube,8201,62,0.007560053651993659
MDEwOlJlcG9zaXRvcnkyNzI4MTEyNjA=,zhm-real/PathPlanning,7277,55,0.007558059639961523
MDEwOlJlcG9zaXRvcnkxNjQ0NzExODM=,pjialin/py12306,11247,85,0.007557570907797635
MDEwOlJlcG9zaXRvcnkzMDkwNzc3NA==,spmallick/learnopencv,14706,111,0.007547939616483068
MDEwOlJlcG9zaXRvcnkxNTYxNTcwNTU=,GokuMohandas/Made-With-ML,6635,50,0.007535795026375283
MDEwOlJlcG9zaXRvcnk5MTQ5MzA4OA==,ValdikSS/GoodbyeDPI,8366,63,0.007530480516375807
MDEwOlJlcG9zaXRvcnkyMzMxNTYyMTA=,yuanguangxin/LeetCode,7703,58,0.007529533947812541
MDEwOlJlcG9zaXRvcnkyMjQ1ODI1OQ==,Alamofire/Alamofire,11846,89,0.007513084585514098
MDEwOlJlcG9zaXRvcnkzMTEyNzQ4,leereilly/games,10515,79,0.007513076557299096
MDEwOlJlcG9zaXRvcnkyMjM4ODE1NzY=,macrozheng/mall-swarm,11849,89,0.007511182378259769
MDEwOlJlcG9zaXRvcnkzNDA5Ng==,leachim6/hello-world,7726,58,0.007507118819570282
MDEwOlJlcG9zaXRvcnkxNzMxOTcxOQ==,MrS0m30n3/youtube-dl-gui,6809,51,0.00749008665002203
R_kgDOJKPe4Q,AIGC-Audio/AudioGPT,9481,71,0.0074886615335935025
MDEwOlJlcG9zaXRvcnkxMDA1NDE3Ng==,Nyr/openvpn-install,9902,74,0.007473237729751565
MDEwOlJlcG9zaXRvcnk4OTI0NzgxMQ==,CMU-Perceptual-Computing-Lab/openpose,17961,134,0.007460609097489004
MDEwOlJlcG9zaXRvcnk5NTA2Nzg4NA==,pyecharts/pyecharts,9252,69,0.0074578469520103765
MDEwOlJlcG9zaXRvcnkyNTU1NTgzNDU=,fuzhengwei/CodeGuide,10867,81,0.007453759087144566
MDEwOlJlcG9zaXRvcnkzNjA2NzM4,CesiumGS/cesium,6980,52,0.007449856733524355
MDEwOlJlcG9zaXRvcnkxMTAyMTExNDc=,xkcoding/spring-boot-demo,33024,246,0.007449127906976744
R_kgDOLAJstg,netease-youdao/QAnything,9940,74,0.00744466800804829
MDEwOlJlcG9zaXRvcnkxNzk4OTM0OTQ=,ddbourgin/numpy-ml,15327,114,0.007437854766099041
MDEwOlJlcG9zaXRvcnkxMTA2ODgyMzk=,PaddlePaddle/PaddleSpeech,8887,66,0.0074265781478564195
MDEwOlJlcG9zaXRvcnkzNzg1MzYwMjU=,OffcierCia/DeFi-Developer-Road-Map,9695,72,0.007426508509541001
R_kgDOHmOxyA,Visualize-ML/Book4_Power-of-Matrix,7814,58,0.0074225748656258
MDEwOlJlcG9zaXRvcnk3NTUwNTEyNQ==,abpframework/abp,11057,82,0.007416116487293118
MDEwOlJlcG9zaXRvcnkzNTc3OTE5,beego/beego,7013,52,0.007414801083701697
MDEwOlJlcG9zaXRvcnkyMzMzODcxNg==,JedWatson/react-select,11622,86,0.0073997590776114265
MDEwOlJlcG9zaXRvcnkyODQyODcyOQ==,wasabeef/awesome-android-ui,17172,127,0.007395760540414628
MDEwOlJlcG9zaXRvcnkyOTAyODc3NQ==,facebook/react-native,46247,342,0.0073950742750881135
MDEwOlJlcG9zaXRvcnk1MTc2OTY4OQ==,"refined-github/refined-github,sindresorhus/refined-github",15282,113,0.007394320115168172
MDEwOlJlcG9zaXRvcnkyNjUxNjIxMA==,certbot/certbot,7308,54,0.007389162561576354
MDEwOlJlcG9zaXRvcnkxNTgyMzQ2MA==,redisson/redisson,14108,104,0.007371703997731784
MDEwOlJlcG9zaXRvcnkxMjI3MzQ1Njk=,iawia002/lux,9768,72,0.007371007371007371
MDEwOlJlcG9zaXRvcnkxMjI1NjM3Ng==,ionic-team/ionic-framework,12905,95,0.007361487795428129
MDEwOlJlcG9zaXRvcnkyMTExMjQ2OTc=,deezer/spleeter,25685,189,0.007358380377652326
MDEwOlJlcG9zaXRvcnkzMjAyMDM1NDI=,febobo/web-interview,9513,70,0.007358351729212656
MDEwOlJlcG9zaXRvcnkyNjY2MTM3MDQ=,dabeaz-course/practical-python,10230,75,0.007331378299120235
R_kgDOHNAj7g,android/nowinandroid,15282,112,0.007328883653971993
MDEwOlJlcG9zaXRvcnkzNTM3NzU5NDI=,streetwriters/notesnook,8873,65,0.007325594500169052
MDEwOlJlcG9zaXRvcnkxNTU4NTQ0NA==,IanLunn/Hover,9014,66,0.007321943643221655
R_kgDOHl67CA,fbelavenuto/arpl,6829,50,0.007321716210279689
MDEwOlJlcG9zaXRvcnkxMTg5Mjk0Ng==,uglide/RedisDesktopManager,9306,68,0.007307113690092413
R_kgDOJ182Uw,geekan/MetaGPT,39554,289,0.007306467108257066
MDEwOlJlcG9zaXRvcnkxMTYzODk4ODY=,Anankke/SSPanel-Uim,7534,55,0.007300238916910008
,dotnetcore/FastGithub,14660,107,0.007298772169167803
MDEwOlJlcG9zaXRvcnkxMDI3MDI1MA==,facebook/react,108392,791,0.007297586537751864
R_kgDOGVrn2g,Evil0ctal/Douyin_TikTok_Download_API,7280,53,0.00728021978021978
MDEwOlJlcG9zaXRvcnkxNDY2MzM1ODk=,alibaba/arthas,21844,159,0.007278886650796557
R_kgDOGQOKeg,DataTalksClub/mlops-zoomcamp,10030,73,0.007278165503489532
MDEwOlJlcG9zaXRvcnk2ODk2ODk3OQ==,nukeop/nuclear,7979,58,0.007269081338513598
MDEwOlJlcG9zaXRvcnkyNzUzODY5MTA=,soxoj/maigret,9630,70,0.007268951194184839
MDEwOlJlcG9zaXRvcnkxNjYzNDY4,mozilla/pdf.js,21332,155,0.007266079129945622
MDEwOlJlcG9zaXRvcnk3NzQxODU2,pixijs/pixijs,11303,82,0.0072547111386357605
MDEwOlJlcG9zaXRvcnkxODEwMTI0MDY=,macrozheng/mall-learning,13103,95,0.0072502480348011905
MDEwOlJlcG9zaXRvcnkzMTYyOTc1MQ==,cypress-io/cypress,35667,258,0.007233577256287324
MDEwOlJlcG9zaXRvcnkxODIwOTUzNTI=,nilaoda/N_m3u8DL-CLI,13830,100,0.0072306579898770785
MDEwOlJlcG9zaXRvcnk0NDg0NDUx,amix/vimrc,13843,100,0.007223867658744491
R_kgDOJV2uWg,chaitin/SafeLine,7615,55,0.007222586999343401
MDEwOlJlcG9zaXRvcnk0MDkwNTc2Mg==,judasn/IntelliJ-IDEA-Tutorial,10946,79,0.007217248309884889
R_kgDOKY_97g,mistralai/mistral-src,8453,61,0.007216372885366142
MDEwOlJlcG9zaXRvcnk0MDg5MjgxNw==,ethereum/solidity,16633,120,0.007214573438345458
MDEwOlJlcG9zaXRvcnkxNjk1Mjk1Njc=,zhaoolee/ChromeAppHeroes,14554,105,0.007214511474508726
MDEwOlJlcG9zaXRvcnkxMDU4MDg3Njc=,aws/aws-cdk,9011,65,0.007213405837309955
MDEwOlJlcG9zaXRvcnkyMDM4OTI0NTQ=,kgrzybek/modular-monolith-with-ddd,10539,76,0.007211310371002941
MDEwOlJlcG9zaXRvcnk2OTY2MjcyMA==,mxgmn/WaveFunctionCollapse,11394,82,0.007196770229945585
R_kgDOJ-2MVA,rasbt/LLMs-from-scratch,20012,144,0.007195682590445732
MDEwOlJlcG9zaXRvcnkxMjgwMTg0Mjg=,alibaba/Sentinel,15308,110,0.00718578521034753
R_kgDOJsg_Hg,facebookresearch/nougat,8076,58,0.007181773155027241
MDEwOlJlcG9zaXRvcnkyMDg3Mjg3NzI=,milvus-io/milvus,27990,201,0.007181136120042873
MDEwOlJlcG9zaXRvcnk2NzY2NTU4,Netflix/Hystrix,7524,54,0.007177033492822967
R_kgDOGgqEFA,AUK9527/Are-u-ok,7524,54,0.007177033492822967
R_kgDOGLYTxQ,0x192/universal-android-debloater,14079,101,0.007173804957738476
MDEwOlJlcG9zaXRvcnk0MzY5NTQ3NA==,quasarframework/quasar,16618,119,0.007160909856781803
MDEwOlJlcG9zaXRvcnkxODQ0NjA=,celery/celery,12010,86,0.007160699417152373
MDEwOlJlcG9zaXRvcnk3MTk5NTkzNw==,"nuxt/nuxt.js,nuxt/nuxt",35344,253,0.007158216387505659
MDEwOlJlcG9zaXRvcnkzMzc1OTQzMjk=,pppscn/SmsForwarder,15094,108,0.0071551609911223
MDEwOlJlcG9zaXRvcnk0NDk3MTc1Mg==,ethereum/EIPs,8674,62,0.0071477980170624855
MDEwOlJlcG9zaXRvcnk0NjI3MzQ0NQ==,transloadit/uppy,9662,69,0.0071413785965638585
MDEwOlJlcG9zaXRvcnkxMDQzMjMwNDU=,1c7/Crash-Course-Computer-Science-Chinese,7291,52,0.007132080647373474
MDEwOlJlcG9zaXRvcnkxMjk4NzQwNDU=,vipstone/faceai,7582,54,0.007122131363756265
MDEwOlJlcG9zaXRvcnk0NDg4MjIwMQ==,MunGell/awesome-for-beginners,56885,405,0.00711962731827371
MDEwOlJlcG9zaXRvcnkyMTc0MzY5ODQ=,facebookresearch/demucs,7728,55,0.007116977225672878
MDEwOlJlcG9zaXRvcnk2MzQ4NDYzMg==,facebookresearch/fastText,8156,58,0.007111329082883766
R_kgDOHL0RdA,geekan/HowToLiveLonger,29137,207,0.007104369015341319
R_kgDOKJ_fNQ,google/magika,7184,51,0.007099109131403118
R_kgDOK58Hcw,SJTU-IPADS/PowerInfer,7470,53,0.007095046854082999
MDEwOlJlcG9zaXRvcnkxMDI1NzgzNDU=,coolsnowwolf/lede,28062,199,0.00709144038201126
R_kgDOJY8zqg,openai/shap-e,10865,77,0.00708697653014266
MDEwOlJlcG9zaXRvcnkxOTM2ODE2ODY=,netchx/netch,8471,60,0.007082989021367017
R_kgDOIAstBQ,openai/whisper,61006,432,0.007081270694685769
MDEwOlJlcG9zaXRvcnkxNDEyMDAwNTQ=,tensorflow/examples,7494,53,0.007072324526287697
MDEwOlJlcG9zaXRvcnk2MTQ5MDU5OA==,PHPOffice/PhpSpreadsheet,7221,51,0.007062733693394266
MDEwOlJlcG9zaXRvcnk0NTk4NjE2Mg==,aymericdamien/TensorFlow-Examples,14310,101,0.007058001397624039
MDEwOlJlcG9zaXRvcnkzNTg2NjY5NA==,RocketChat/Rocket.Chat,19139,135,0.007053660065834161
MDEwOlJlcG9zaXRvcnk5MjQ0Mzk4MA==,jgraph/drawio-desktop,46409,327,0.0070460471029326205
R_kgDOKlrpgA,joaomdmoura/crewAI,15614,110,0.0070449596515947226
MDEwOlJlcG9zaXRvcnk4MzIyMjQ0MQ==,donnemartin/system-design-primer,196775,1385,0.007038495743869902
MDEwOlJlcG9zaXRvcnkxMDExMzgzMTU=,d2l-ai/d2l-zh,49037,344,0.007015111038603503
R_kgDOI8uUYg,AI4Finance-Foundation/FinGPT,11703,82,0.007006750405878835
MDEwOlJlcG9zaXRvcnkyNjg1MDEwOTg=,skydoves/Pokedex,8138,57,0.007004177930695503
MDEwOlJlcG9zaXRvcnk2NzI3NDczNg==,ElemeFE/element,19179,134,0.00698680848845091
MDEwOlJlcG9zaXRvcnkzMzg4NDg5MQ==,apache/airflow,23332,163,0.006986113492199554
MDEwOlJlcG9zaXRvcnkzNjM4OTY0,ansible/ansible,27054,189,0.006986027944111776
MDEwOlJlcG9zaXRvcnkzNTc1NjM1MQ==,nagadomi/waifu2x,13611,95,0.006979648813459702
R_kgDOHngbDg,WongKinYiu/yolov7,12767,89,0.006971097360382235
MDEwOlJlcG9zaXRvcnk4ODcxNzIxNQ==,youzan/vant,14634,102,0.006970069700697007
MDEwOlJlcG9zaXRvcnk2MzQ3NzUxNQ==,TheAlgorithms/C,17513,122,0.006966253640153029
MDEwOlJlcG9zaXRvcnk1MzIzODgxMw==,Homebrew/brew,24420,170,0.006961506961506962
MDEwOlJlcG9zaXRvcnk1MTAwMTQ4NA==,frontendbr/vagas,11085,77,0.006946323861073523
MDEwOlJlcG9zaXRvcnkxODE0NjEwNzM=,v2fly/v2ray-core,29369,204,0.006946099628860363
MDEwOlJlcG9zaXRvcnkyMDYxOTAzNg==,pi-hole/pi-hole,32842,228,0.006942329943365203
MDEwOlJlcG9zaXRvcnk0MDE0ODQyMjM=,PeterL1n/RobustVideoMatting,8934,62,0.00693978061338706
MDEwOlJlcG9zaXRvcnk0MTY1Njc1,smicallef/spiderfoot,10092,70,0.006936187078874356
MDEwOlJlcG9zaXRvcnkxOTIxNTU0NjA=,dragen1860/Deep-Learning-with-TensorFlow-book,14129,98,0.006936088895180126
MDEwOlJlcG9zaXRvcnkxMjYxNzg2ODM=,halo-dev/halo,28412,197,0.006933689990145009
R_kgDOJUCpQQ,suno-ai/bark,32164,223,0.006933217261534635
MDEwOlJlcG9zaXRvcnkxMDA0ODU5MTI=,milesial/Pytorch-UNet,7811,54,0.0069133273588529
MDEwOlJlcG9zaXRvcnk5ODEwMzMyMg==,zhoutaoo/SpringCloud,8394,58,0.006909697402906838
MDEwOlJlcG9zaXRvcnkyNjIzNDI1OTQ=,obsidianmd/obsidian-releases,8562,59,0.006890913338005139
MDEwOlJlcG9zaXRvcnk3OTUxMDE2Nw==,pypa/pipenv,9434,65,0.006889972440110239
MDEwOlJlcG9zaXRvcnkyMDgxODEyNg==,google/ExoPlayer,9157,63,0.006879982527028503
MDEwOlJlcG9zaXRvcnkyMDk3NjEzOA==,official-stockfish/Stockfish,8586,59,0.006871651525739576
MDEwOlJlcG9zaXRvcnk2MzUzOTA1NQ==,jaywcjlove/awesome-mac,45126,310,0.006869653858086248
MDEwOlJlcG9zaXRvcnk3MzY0ODY3OA==,forem/forem,9174,63,0.0068672334859385216
MDEwOlJlcG9zaXRvcnk4MTYyNzE1,mirumee/saleor,10058,69,0.006860210777490555
MDEwOlJlcG9zaXRvcnkyNTEyOTgwMA==,mikf/gallery-dl,10062,69,0.006857483601669648
MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==,tesseract-ocr/tesseract,33005,226,0.006847447356461142
R_kgDOJG_GcA,kaixindelele/ChatPaper,17121,117,0.00683371298405467
MDEwOlJlcG9zaXRvcnkxMTI3NjE0Nw==,cmderdev/cmder,9074,62,0.006832708838439497
MDEwOlJlcG9zaXRvcnkxMjk3MjI2Mw==,alvarotrigo/fullPage.js,10247,70,0.0068312676881038354
MDEwOlJlcG9zaXRvcnk4ODYxMjk0NQ==,junyanz/pytorch-CycleGAN-and-pix2pix,14544,99,0.006806930693069307
MDEwOlJlcG9zaXRvcnk2MTIwNDgxOA==,github/opensource.guide,9269,63,0.006796849714100766
MDEwOlJlcG9zaXRvcnk1MTExNzgzNw==,tensorflow/models,27670,188,0.006794362125045176
MDEwOlJlcG9zaXRvcnkxOTEwNTEzOTE=,redwoodjs/redwood,17532,119,0.006787588409765001
MDEwOlJlcG9zaXRvcnkyMjcyNzI0MDU=,AliaksandrSiarohin/first-order-model,14733,100,0.006787483879725786
MDEwOlJlcG9zaXRvcnk3MjEyNjQ1,syl20bnr/spacemacs,7810,53,0.00678617157490397
MDEwOlJlcG9zaXRvcnkxNjMzODczMzc=,seata/seata,15789,107,0.006776869972765849
MDEwOlJlcG9zaXRvcnkyOTg5MTE4OA==,standard/standard,9153,62,0.006773735387304709
MDEwOlJlcG9zaXRvcnk0MDM3MTk3,ycm-core/YouCompleteMe,8120,55,0.0067733990147783255
MDEwOlJlcG9zaXRvcnkxNTc3MzM0MDE=,Dod-o/Statistical-Learning-Method_Code,10040,68,0.006772908366533864
MDEwOlJlcG9zaXRvcnkxODcyMzgzNg==,"dromara/hutool,looly/hutool",24072,163,0.006771352608840146
MDEwOlJlcG9zaXRvcnkxMDQzMzc3NzM=,1c7/chinese-independent-developer,23091,156,0.006755878913862544
MDEwOlJlcG9zaXRvcnkzMDc5NDg2OA==,sampotts/plyr,12732,86,0.006754633993088281
R_kgDOHCBtcg,xiaolincoder/CS-Base,12457,84,0.006743196596291242
R_kgDOJQ_29Q,FlowiseAI/Flowise,25533,172,0.00673638037050092
MDEwOlJlcG9zaXRvcnkzMTc4MzYyNDg=,GorvGoyl/Clone-Wars,26881,181,0.006733380454596183
MDEwOlJlcG9zaXRvcnk4MDIwNDcxMA==,Caldis/Mos,12061,81,0.006715861039714784
MDEwOlJlcG9zaXRvcnk1Mjk1MDI=,scrapy/scrapy,20499,137,0.006683252841602029
MDEwOlJlcG9zaXRvcnk3MTQ4NzA1OA==,TanStack/table,7487,50,0.006678242286630159
MDEwOlJlcG9zaXRvcnk2NjU3MzI0MQ==,hyperledger/fabric,7953,53,0.00666415189236766
R_kgDOLKbDkw,VinciGit00/Scrapegraph-ai,12005,80,0.006663890045814244
MDEwOlJlcG9zaXRvcnk1MDE2MDI2MQ==,PaperMC/Paper,9311,62,0.006658790677693051
MDEwOlJlcG9zaXRvcnkyMTg3MjM5Mg==,josephmisiti/awesome-machine-learning,26273,174,0.006622768621779013
MDEwOlJlcG9zaXRvcnkxMDM3ODQxNDI=,MonitorControl/MonitorControl,23568,156,0.006619144602851324
MDEwOlJlcG9zaXRvcnkxODE4MDc1ODM=,haizlin/fe-interview,24778,164,0.006618774719509242
MDEwOlJlcG9zaXRvcnkxMDM2MjY5NjM=,applenob/Cpp_Primer_Practice,7859,52,0.006616617890316834
R_kgDOHMPLDw,TodePond/DreamBerd,8769,58,0.006614209145854716
MDEwOlJlcG9zaXRvcnkyMTkxMTU5Nw==,tayllan/awesome-algorithms,12250,81,0.006612244897959183
MDEwOlJlcG9zaXRvcnk3NDI3MjAxOA==,angristan/openvpn-install,9534,63,0.006607929515418502
MDEwOlJlcG9zaXRvcnkyMjc5MDQ4OA==,iluwatar/java-design-patterns,43451,287,0.006605141423672643
MDEwOlJlcG9zaXRvcnkyNzAwMTU5,alibaba/druid,12112,80,0.0066050198150594455
MDEwOlJlcG9zaXRvcnkxMDY0NTYz,netty/netty,14721,97,0.0065892262753889
